Match ID,sbti_uid,forbes_uid,sbti_company,forbes_company,Similarity Score,sbti_fobes_uids
sbti_forbes_4055,SBTI_4055,Forbes_1220,Orbia Advance Corporation S.A.B.,Carnival Corporation,59,SBTI_4055Forbes_1220
sbti_forbes_943,SBTI_943,Forbes_92,Cardo Systems Ltd.,Cisco Systems,67,SBTI_943Forbes_92
sbti_forbes_4798,SBTI_4798,Forbes_923,"Shanghai Listen Consulting Co., Ltd.",Shanghai Construction ,63,SBTI_4798Forbes_923
sbti_forbes_4585,SBTI_4585,Forbes_156,Rubel & Ménasché,Munich Re,67,SBTI_4585Forbes_156
sbti_forbes_5309,SBTI_5309,Forbes_1679,Teejay Lanka PLC,Bank Pekao,54,SBTI_5309Forbes_1679
sbti_forbes_4202,SBTI_4202,Forbes_907,Pfeiffer Vacuum Technology AG,Seagate Technology,60,SBTI_4202Forbes_907
sbti_forbes_2793,SBTI_2793,Forbes_52,J Barbour & Sons Ltd,TD Bank Group,52,SBTI_2793Forbes_52
sbti_forbes_73,SBTI_73,Forbes_1281,ACETO US LLC (dba ACTYLIS),Banco de Sabadell,44,SBTI_73Forbes_1281
sbti_forbes_3746,SBTI_3746,Forbes_1030,"NARITA SEITOSHO Co., Ltd.",Daiwa Securities,53,SBTI_3746Forbes_1030
sbti_forbes_1478,SBTI_1478,Forbes_153,DK Company A/S,Deere & Company,67,SBTI_1478Forbes_153
sbti_forbes_1436,SBTI_1436,Forbes_1146,Devgiri Group,Evraz Group,75,SBTI_1436Forbes_1146
sbti_forbes_996,SBTI_996,Forbes_1722,"CEMEX, S.A.B de C.V.",Nexi S.p.A.,50,SBTI_996Forbes_1722
sbti_forbes_632,SBTI_632,Forbes_1837,"Beijing Zhuanzhuan Spirit Technology Co., Ltd.",Beijing Oriental Yuhong Waterproof Technology,59,SBTI_632Forbes_1837
sbti_forbes_1838,SBTI_1838,Forbes_681,Farmax,CarMax,83,SBTI_1838Forbes_681
sbti_forbes_425,SBTI_425,Forbes_280,Ashland Inc,ASML Holding,61,SBTI_425Forbes_280
sbti_forbes_3292,SBTI_3292,Forbes_1230,Loxam,Alcoa,60,SBTI_3292Forbes_1230
sbti_forbes_4416,SBTI_4416,Forbes_1380,Ramboll Group A/S,X5 Retail Group,62,SBTI_4416Forbes_1380
sbti_forbes_883,SBTI_883,Forbes_165,Cacti Legal Services LLP,PNC Financial Services,65,SBTI_883Forbes_165
sbti_forbes_2569,SBTI_2569,Forbes_109,Hygien Bygg Telge AB,Raytheon Technologies,54,SBTI_2569Forbes_109
sbti_forbes_4901,SBTI_4901,Forbes_1680,Singapore Exchange Limited,Singapore Airlines,64,SBTI_4901Forbes_1680
sbti_forbes_4895,SBTI_4895,Forbes_1975,Simmons & Simmons,Seiko Epson,54,SBTI_4895Forbes_1975
sbti_forbes_1873,SBTI_1873,Forbes_472,Finastra,FirstRand,71,SBTI_1873Forbes_472
sbti_forbes_5530,SBTI_5530,Forbes_1223,"TOPPAN PRINTING CO., LTD.",Toppan Printing,81,SBTI_5530Forbes_1223
sbti_forbes_3151,SBTI_3151,Forbes_1711,Lancer Corporation,Sumec Corporation,74,SBTI_3151Forbes_1711
sbti_forbes_1005,SBTI_1005,Forbes_1146,Cermaq Group,Evraz Group,78,SBTI_1005Forbes_1146
sbti_forbes_4538,SBTI_4538,Forbes_1947,Robert Half,Robert Half International,61,SBTI_4538Forbes_1947
sbti_forbes_1896,SBTI_1896,Forbes_9,Flamme Japan K.K.,Bank of America,52,SBTI_1896Forbes_9
sbti_forbes_752,SBTI_752,Forbes_590,Bolsius International BV,Fosun International,79,SBTI_752Forbes_590
sbti_forbes_5243,SBTI_5243,Forbes_233,Takachiho Shirasu Corp.,CK Hutchison,53,SBTI_5243Forbes_233
sbti_forbes_2973,SBTI_2973,Forbes_404,Kelani Valley Plantations,Canadian National Railway,56,SBTI_2973Forbes_404
sbti_forbes_1491,SBTI_1491,Forbes_1350,"Dolby Laboratories, Inc.",IDEXX Laboratories,70,SBTI_1491Forbes_1350
sbti_forbes_4014,SBTI_4014,Forbes_1589,Oleter Group AB,Metro Group,69,SBTI_4014Forbes_1589
sbti_forbes_3477,SBTI_3477,Forbes_1135,Meat For You S.A.,East West Bancorp,55,SBTI_3477Forbes_1135
sbti_forbes_5635,SBTI_5635,Forbes_183,TUI Group,ING Group,78,SBTI_5635Forbes_183
sbti_forbes_3814,SBTI_3814,Forbes_1376,NEXANS,NEXON,73,SBTI_3814Forbes_1376
sbti_forbes_4398,SBTI_4398,Forbes_1773,R.E.A. Holdings plc,Power Assets Holdings,72,SBTI_4398Forbes_1773
sbti_forbes_2908,SBTI_2908,Forbes_1832,"KAGA SANGYO CO.,LTD.",Zhejiang Expressway Co. Ltd.,55,SBTI_2908Forbes_1832
sbti_forbes_1125,SBTI_1125,Forbes_1492,CloudBuy Limited,Globe Life,54,SBTI_1125Forbes_1492
sbti_forbes_5175,SBTI_5175,Forbes_578,Svenska spel,Svenska Handelsbanken,61,SBTI_5175Forbes_578
sbti_forbes_4746,SBTI_4746,Forbes_1878,Sedgwick International UK,WESCO International,73,SBTI_4746Forbes_1878
sbti_forbes_2325,SBTI_2325,Forbes_526,Haldex,Thales,67,SBTI_2325Forbes_526
sbti_forbes_764,SBTI_764,Forbes_550,Boozt,Kubota,55,SBTI_764Forbes_550
sbti_forbes_4198,SBTI_4198,Forbes_1546,Peter Herres Wein- und Sektkellerei GmbH,Wheaton Precious Metals,42,SBTI_4198Forbes_1546
sbti_forbes_3190,SBTI_3190,Forbes_240,Legal & General Assurance Society,Legal & General Group,52,SBTI_3190Forbes_240
sbti_forbes_6119,SBTI_6119,Forbes_188,ZERMATT SA,ArcelorMittal,52,SBTI_6119Forbes_188
sbti_forbes_2785,SBTI_2785,Forbes_1917,Iver Management AB,Ares Management,79,SBTI_2785Forbes_1917
sbti_forbes_4645,SBTI_4645,Forbes_1761,Sandvik Group,SKF Group,73,SBTI_4645Forbes_1761
sbti_forbes_5959,SBTI_5959,Forbes_1164,Whirlpool Corporation,CJ Corporation,63,SBTI_5959Forbes_1164
sbti_forbes_4199,SBTI_4199,Forbes_1700,PetMeds,ResMed,62,SBTI_4199Forbes_1700
sbti_forbes_5817,SBTI_5817,Forbes_990,Vicinity Centres,Centrica,58,SBTI_5817Forbes_990
sbti_forbes_1146,SBTI_1146,Forbes_1522,Cogeco Inc.,Gecina,62,SBTI_1146Forbes_1522
sbti_forbes_5685,SBTI_5685,Forbes_438,Unidas S/A,Adidas,62,SBTI_5685Forbes_438
sbti_forbes_2481,SBTI_2481,Forbes_1164,HNI Corporation,CJ Corporation,76,SBTI_2481Forbes_1164
sbti_forbes_4415,SBTI_4415,Forbes_681,Ramatex,CarMax,62,SBTI_4415Forbes_681
sbti_forbes_2212,SBTI_2212,Forbes_158,Greenalia S.A.,Walgreens,64,SBTI_2212Forbes_158
sbti_forbes_4890,SBTI_4890,Forbes_1139,Siltronic AG,AU Optronics,67,SBTI_4890Forbes_1139
sbti_forbes_2309,SBTI_2309,Forbes_615,Gustav Spiess AG,Delta Air Lines,52,SBTI_2309Forbes_615
sbti_forbes_1695,SBTI_1695,Forbes_449,Energise Ltd,TC Energy,67,SBTI_1695Forbes_449
sbti_forbes_2267,SBTI_2267,Forbes_1087,Grupo Bimbo SAB de CV,Grupo Bimbo,69,SBTI_2267Forbes_1087
sbti_forbes_2781,SBTI_2781,Forbes_553,ITW Hi-Cone,TE Connectivity,54,SBTI_2781Forbes_553
sbti_forbes_4384,SBTI_4384,Forbes_1912,Qontigo GmbH,MongoDB,53,SBTI_4384Forbes_1912
sbti_forbes_1819,SBTI_1819,Forbes_1647,"Facebook, Inc.",BOK Financial,56,SBTI_1819Forbes_1647
sbti_forbes_671,SBTI_671,Forbes_1955,"Bestudy (Shanghai) Medical Technology Co., Ltd.",Intco Medical Technology,67,SBTI_671Forbes_1955
sbti_forbes_6125,SBTI_6125,Forbes_1832,"Zhejiang Guangtao Healthy Kitchen Utensils Co., LTD",Zhejiang Expressway Co. Ltd.,48,SBTI_6125Forbes_1832
sbti_forbes_5927,SBTI_5927,Forbes_1552,Weener Plastics Group BV,Scentre Group,59,SBTI_5927Forbes_1552
sbti_forbes_2191,SBTI_2191,Forbes_801,"GRÀFIQUES MANLLEU, S.A.",Samsung Fire & Marine,51,SBTI_2191Forbes_801
sbti_forbes_5823,SBTI_5823,Forbes_136,Vidrala,Iberdrola,62,SBTI_5823Forbes_136
sbti_forbes_74,SBTI_74,Forbes_809,ACO Technologies Ltd,HCL Technologies,83,SBTI_74Forbes_809
sbti_forbes_2762,SBTI_2762,Forbes_177,ISIS Inc,VINCI,62,SBTI_2762Forbes_177
sbti_forbes_6073,SBTI_6073,Forbes_1669,YES Bank,Jyske Bank,78,SBTI_6073Forbes_1669
sbti_forbes_5682,SBTI_5682,Forbes_1575,Uni-technology A/S,HNA Technology,75,SBTI_5682Forbes_1575
sbti_forbes_2332,SBTI_2332,Forbes_1711,Hama Corporation,Sumec Corporation,79,SBTI_2332Forbes_1711
sbti_forbes_5583,SBTI_5583,Forbes_685,TransWest NV,Transneft,67,SBTI_5583Forbes_685
sbti_forbes_827,SBTI_827,Forbes_1946,Brown Knight & Truscott Limited,Metropolitan Bank & Trust,46,SBTI_827Forbes_1946
sbti_forbes_5633,SBTI_5633,Forbes_344,"Tubacex, S.A.",MS&AD Insurance,54,SBTI_5633Forbes_344
sbti_forbes_1194,SBTI_1194,Forbes_223,Condé Nast,McDonald's,63,SBTI_1194Forbes_223
sbti_forbes_1106,SBTI_1106,Forbes_633,Clayco,Labcorp,62,SBTI_1106Forbes_633
sbti_forbes_1763,SBTI_1763,Forbes_1749,Eurocash S.A.,Bayan Resources,52,SBTI_1763Forbes_1749
sbti_forbes_5790,SBTI_5790,Forbes_9,Veramaris VOF,Bank of America,50,SBTI_5790Forbes_9
sbti_forbes_14,SBTI_14,Forbes_1153,A-Star Alliance,Altice USA,64,SBTI_14Forbes_1153
sbti_forbes_2123,SBTI_2123,Forbes_1331,Gildan Activewear Inc.,CJ Cheiljedang,51,SBTI_2123Forbes_1331
sbti_forbes_4027,SBTI_4027,Forbes_570,On Running,Corning,71,SBTI_4027Forbes_570
sbti_forbes_3442,SBTI_3442,Forbes_1093,Matkahuolto,Mazda Motor,55,SBTI_3442Forbes_1093
sbti_forbes_2378,SBTI_2378,Forbes_1798,Haworth Inc.,Korea Zinc,57,SBTI_2378Forbes_1798
sbti_forbes_2222,SBTI_2222,Forbes_1489,GREGGS PLC,Kingspan Group PLC,57,SBTI_2222Forbes_1489
sbti_forbes_1794,SBTI_1794,Forbes_15,EVOMOTIV,ExxonMobil,56,SBTI_1794Forbes_15
sbti_forbes_5752,SBTI_5752,Forbes_848,VALL COMPANYS GROUP,Compass Group,75,SBTI_5752Forbes_848
sbti_forbes_3969,SBTI_3969,Forbes_951,"o9 Solutions, Inc.",Motorola Solutions,65,SBTI_3969Forbes_951
sbti_forbes_3879,SBTI_3879,Forbes_923,NODA CONSTRUCTION LTD.,Shanghai Construction ,71,SBTI_3879Forbes_923
sbti_forbes_22,SBTI_22,Forbes_282,A/S Vestfrost,Investor AB,58,SBTI_22Forbes_282
sbti_forbes_5886,SBTI_5886,Forbes_728,Vornado Realty Trust,Digital Realty Trust,60,SBTI_5886Forbes_728
sbti_forbes_5922,SBTI_5922,Forbes_1784,Wealmoor Ltd.,Lucid Motors,58,SBTI_5922Forbes_1784
sbti_forbes_3057,SBTI_3057,Forbes_1471,"Kokusai Kogyo Co., Ltd",Charoen Pokphand Foods,48,SBTI_3057Forbes_1471
sbti_forbes_6143,SBTI_6143,Forbes_160,Zorlu Enerji,Generali Group,62,SBTI_6143Forbes_160
sbti_forbes_3899,SBTI_3899,Forbes_920,"Nordstrom, Inc.",Covestro,57,SBTI_3899Forbes_920
sbti_forbes_3081,SBTI_3081,Forbes_1711,KOSÉ Corporation,Sumec Corporation,81,SBTI_3081Forbes_1711
sbti_forbes_1921,SBTI_1921,Forbes_1953,FM Logistic,XPO Logistics,67,SBTI_1921Forbes_1953
sbti_forbes_4584,SBTI_4584,Forbes_1109,RTS Transport Service GmbH,J.B. Hunt Transport Services,79,SBTI_4584Forbes_1109
sbti_forbes_1858,SBTI_1858,Forbes_1226,Ferrari N.V.,Ferrari,78,SBTI_1858Forbes_1226
sbti_forbes_2126,SBTI_2126,Forbes_165,"GILT Services, Inc.",PNC Financial Services,72,SBTI_2126Forbes_165
sbti_forbes_1968,SBTI_1968,Forbes_1475,Fractal Analytics Private Limited,Verisk Analytics,53,SBTI_1968Forbes_1475
sbti_forbes_5086,SBTI_5086,Forbes_1342,STERNE GROUP,StoneX Group,83,SBTI_5086Forbes_1342
sbti_forbes_5098,SBTI_5098,Forbes_1337,Stokke AS,Tokyo Gas,67,SBTI_5098Forbes_1337
sbti_forbes_4620,SBTI_4620,Forbes_1880,Saitex International Dong Nai,SITC International Holdings,75,SBTI_4620Forbes_1880
sbti_forbes_3492,SBTI_3492,Forbes_1711,MEIDENSHA CORPORATION,Sumec Corporation,74,SBTI_3492Forbes_1711
sbti_forbes_3697,SBTI_3697,Forbes_1369,"Multiplex Constructions, Middle East",XCMG Construction Machinery,58,SBTI_3697Forbes_1369
sbti_forbes_5195,SBTI_5195,Forbes_834,SydGrönt Ekonomisk Förening,Evonik Industries,48,SBTI_5195Forbes_834
sbti_forbes_75,SBTI_75,Forbes_268,AÇO VERDE DO BRASIL.S.A,Banco do Brasil,65,SBTI_75Forbes_268
sbti_forbes_3079,SBTI_3079,Forbes_916,Korea Hydro & Nuclear Power,China National Nuclear Power,64,SBTI_3079Forbes_916
sbti_forbes_2002,SBTI_2002,Forbes_1189,"FTI Consulting, Inc.",Kirin Holdings,56,SBTI_2002Forbes_1189
sbti_forbes_1694,SBTI_1694,Forbes_160,Energia Group,Generali Group,81,SBTI_1694Forbes_160
sbti_forbes_5795,SBTI_5795,Forbes_83,Veritas Asset Managment LLP,Brookfield Asset Management,63,SBTI_5795Forbes_83
sbti_forbes_3207,SBTI_3207,Forbes_1413,Leroy Merlin Companhia Brasileira de Bricolagem,Beijing Capital Development,46,SBTI_3207Forbes_1413
sbti_forbes_1306,SBTI_1306,Forbes_1473,Customertimes Corp.,Orient Securities,57,SBTI_1306Forbes_1473
sbti_forbes_4484,SBTI_4484,Forbes_626,"Rengo Co., Ltd.",Koç Holding,55,SBTI_4484Forbes_626
sbti_forbes_1034,SBTI_1034,Forbes_1550,"CHIANGPAO INDUSTRIAL CO.,LTD,",Huafa Industrial,65,SBTI_1034Forbes_1550
sbti_forbes_322,SBTI_322,Forbes_874,Antea Nederland B.V.,Asr Nederland,69,SBTI_322Forbes_874
sbti_forbes_3095,SBTI_3095,Forbes_1843,Kres-D Ltd,Trade Desk,60,SBTI_3095Forbes_1843
sbti_forbes_1959,SBTI_1959,Forbes_1681,Foseco India Limited,United Natural Foods,55,SBTI_1959Forbes_1681
sbti_forbes_898,SBTI_898,Forbes_1462,Camlin Limited,Ahli United Bank,60,SBTI_898Forbes_1462
sbti_forbes_818,SBTI_818,Forbes_1049,British Steel Limited,Reliance Steel,57,SBTI_818Forbes_1049
sbti_forbes_716,SBTI_716,Forbes_659,BizLink Holding,Booking Holdings,71,SBTI_716Forbes_659
sbti_forbes_4767,SBTI_4767,Forbes_1345,SEMIKRON Elektronik GmbH & Co. KG,Compal Electronics,50,SBTI_4767Forbes_1345
sbti_forbes_3011,SBTI_3011,Forbes_199,"King & Wood Mallesons, Australia",NAB - National Australia Bank,54,SBTI_3011Forbes_199
sbti_forbes_5815,SBTI_5815,Forbes_594,Vibrantcar Rentals Private Limited,Vedanta Limited,53,SBTI_5815Forbes_594
sbti_forbes_1853,SBTI_1853,Forbes_1021,Fedrigoni Group,Goodman Group,64,SBTI_1853Forbes_1021
sbti_forbes_1365,SBTI_1365,Forbes_493,Davidson Consulting,Consolidated Edison,63,SBTI_1365Forbes_493
sbti_forbes_3463,SBTI_3463,Forbes_1165,MCC Label,Falabella,56,SBTI_3463Forbes_1165
sbti_forbes_3390,SBTI_3390,Forbes_1963,Mann & Schröder GmbH,Mashreq Bank,55,SBTI_3390Forbes_1963
sbti_forbes_5066,SBTI_5066,Forbes_1761,STARK Group,SKF Group,80,SBTI_5066Forbes_1761
sbti_forbes_1231,SBTI_1231,Forbes_570,Corlant Inc.,Corning,67,SBTI_1231Forbes_570
sbti_forbes_4864,SBTI_4864,Forbes_935,"Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.",Jiangsu Zhongnan Construction Group,49,SBTI_4864Forbes_935
sbti_forbes_4948,SBTI_4948,Forbes_965,Smithfield Foods,Hormel Foods,64,SBTI_4948Forbes_965
sbti_forbes_2078,SBTI_2078,Forbes_795,Geelen Counterflow,Constellation Energy,53,SBTI_2078Forbes_795
sbti_forbes_4318,SBTI_4318,Forbes_1890,Proddow Mackay LLP,ACWA Power,50,SBTI_4318Forbes_1890
sbti_forbes_2238,SBTI_2238,Forbes_731,Grosvenor Property UK,Simon Property Group,63,SBTI_2238Forbes_731
sbti_forbes_1825,SBTI_1825,Forbes_397,Fairphone B.V,Haier Smart Home,48,SBTI_1825Forbes_397
sbti_forbes_2804,SBTI_2804,Forbes_225,Jack & Grace Limited,Société Générale,53,SBTI_2804Forbes_225
sbti_forbes_13,SBTI_13,Forbes_284,A-Insinöörit Oy,Saint-Gobain,56,SBTI_13Forbes_284
sbti_forbes_379,SBTI_379,Forbes_1067,Arezzo & Co,Akzo Nobel,53,SBTI_379Forbes_1067
sbti_forbes_148,SBTI_148,Forbes_51,Aibel,Intel,60,SBTI_148Forbes_51
sbti_forbes_896,SBTI_896,Forbes_1153,Calzaturificio Stella,Altice USA,52,SBTI_896Forbes_1153
sbti_forbes_3169,SBTI_3169,Forbes_631,LATAM Airlines Group S.A.,Southwest Airlines,62,SBTI_3169Forbes_631
sbti_forbes_485,SBTI_485,Forbes_1740,"Audubon PM Associates, Inc.",Mercuries & Associates,58,SBTI_485Forbes_1740
sbti_forbes_1161,SBTI_1161,Forbes_709,Comany Inc.,The Mosaic Company,64,SBTI_1161Forbes_709
sbti_forbes_1388,SBTI_1388,Forbes_1843,DEKRA SE,Trade Desk,67,SBTI_1388Forbes_1843
sbti_forbes_3149,SBTI_3149,Forbes_670,"Lami Packaging（Kunshan）Co., Ltd.",China Taiping Insurance,50,SBTI_3149Forbes_670
sbti_forbes_1032,SBTI_1032,Forbes_1452,Cheung Woh Technologies (M) Sdn. Bhd.,SS&C Technologies,64,SBTI_1032Forbes_1452
sbti_forbes_218,SBTI_218,Forbes_1948,Allford Hall Monaghan Morris Limited,Shanghai Yuyuan Tourist Mart,44,SBTI_218Forbes_1948
sbti_forbes_4013,SBTI_4013,Forbes_275,Olav Thon Gruppen,Volvo Group,64,SBTI_4013Forbes_275
sbti_forbes_4811,SBTI_4811,Forbes_616,Sharethrough Inc.,Bharat Petroleum,50,SBTI_4811Forbes_616
sbti_forbes_3723,SBTI_3723,Forbes_1631,Nahar Industrial Enterprises Limited,Clal Insurance Enterprises ,58,SBTI_3723Forbes_1631
sbti_forbes_123,SBTI_123,Forbes_268,"Aeon Co., Ltd.",Banco do Brasil,54,SBTI_123Forbes_268
sbti_forbes_4794,SBTI_4794,Forbes_856,Shanghai China Travel International Ltd.,China International Travel Service,79,SBTI_4794Forbes_856
sbti_forbes_472,SBTI_472,Forbes_1164,Atlassian Corporation Plc,CJ Corporation,62,SBTI_472Forbes_1164
sbti_forbes_159,SBTI_159,Forbes_264,Air Liquide Group S.A.,Air Liquide,69,SBTI_159Forbes_264
sbti_forbes_3770,SBTI_3770,Forbes_594,NBN Co Limited,Vedanta Limited,62,SBTI_3770Forbes_594
sbti_forbes_4764,SBTI_4764,Forbes_499,Selfridges Retail Ltd.,Fast Retailing,57,SBTI_4764Forbes_499
sbti_forbes_5774,SBTI_5774,Forbes_275,VCCP Group LLP,Volvo Group,64,SBTI_5774Forbes_275
sbti_forbes_1013,SBTI_1013,Forbes_1307,Chalhoub Group,AIB Group,70,SBTI_1013Forbes_1307
sbti_forbes_5429,SBTI_5429,Forbes_594,The Royal Mint Limited,Vedanta Limited,59,SBTI_5429Forbes_594
sbti_forbes_3636,SBTI_3636,Forbes_1715,Mölnlycke Health Care,Ramsay Health Care,74,SBTI_3636Forbes_1715
sbti_forbes_560,SBTI_560,Forbes_783,BAIT AL -HIKMA LTD.,China Bohai Bank,55,SBTI_560Forbes_783
sbti_forbes_900,SBTI_900,Forbes_1328,Campbell Soup Company,Campbell Soup,76,SBTI_900Forbes_1328
sbti_forbes_86,SBTI_86,Forbes_700,Actona Group A/S,Arch Capital Group,65,SBTI_86Forbes_700
sbti_forbes_1958,SBTI_1958,Forbes_894,Forvia,Ferrovial,67,SBTI_1958Forbes_894
sbti_forbes_3951,SBTI_3951,Forbes_281,Nutrien Ltd.,Nutrien,78,SBTI_3951Forbes_281
sbti_forbes_2503,SBTI_2503,Forbes_1827,"Home search Co.,Ltd.",Yunnan Copper Co. Ltd.,58,SBTI_2503Forbes_1827
sbti_forbes_5677,SBTI_5677,Forbes_1135,"Um-Welt Co.,Ltd.",East West Bancorp,52,SBTI_5677Forbes_1135
sbti_forbes_3459,SBTI_3459,Forbes_433,mBank S.A,Axis Bank,67,SBTI_3459Forbes_433
sbti_forbes_1238,SBTI_1238,Forbes_204,Cosmosol S.r.l.,SAIC Motor,50,SBTI_1238Forbes_204
sbti_forbes_3441,SBTI_3441,Forbes_1583,Materialise N.V.,Vulcan Materials,71,SBTI_3441Forbes_1583
sbti_forbes_5981,SBTI_5981,Forbes_362,WindowMaster International A/S,Wilmar International,76,SBTI_5981Forbes_362
sbti_forbes_4576,SBTI_4576,Forbes_731,Royal Schiphol Group,Simon Property Group,65,SBTI_4576Forbes_731
sbti_forbes_238,SBTI_238,Forbes_11,Alphabet Inc.,Alphabet,80,SBTI_238Forbes_11
sbti_forbes_1560,SBTI_1560,Forbes_1140,e.l.f. Beauty,Ulta Beauty,70,SBTI_1560Forbes_1140
sbti_forbes_5791,SBTI_5791,Forbes_1315,Verdani Partners,Electronic Arts,58,SBTI_5791Forbes_1315
sbti_forbes_2099,SBTI_2099,Forbes_91,Genossenschaft ZFV-Unternehmungen,Glencore International,44,SBTI_2099Forbes_91
sbti_forbes_2761,SBTI_2761,Forbes_569,"ISHIZUKA GLASS CO., LTD.",Cognizant,47,SBTI_2761Forbes_569
sbti_forbes_3507,SBTI_3507,Forbes_1649,"MEO – Serviços de Comunicações e Multimédia, S.A.",China Communications Services,57,SBTI_3507Forbes_1649
sbti_forbes_1036,SBTI_1036,Forbes_191,"Chicony Power Technology Co., Ltd.",Micron Technology,62,SBTI_1036Forbes_191
sbti_forbes_4422,SBTI_4422,Forbes_1342,Rathbones Group Plc,StoneX Group,65,SBTI_4422Forbes_1342
sbti_forbes_3683,SBTI_3683,Forbes_600,MTD KB,M&T Bank,57,SBTI_3683Forbes_600
sbti_forbes_1521,SBTI_1521,Forbes_48,Drax Group plc,AXA Group,70,SBTI_1521Forbes_48
sbti_forbes_4262,SBTI_4262,Forbes_587,"Polivouga - Indústria de Plásticos, S.A",Nan Ya Plastics,49,SBTI_4262Forbes_587
sbti_forbes_2394,SBTI_2394,Forbes_1846,Heathrow Airport,Aeroports de Paris,59,SBTI_2394Forbes_1846
sbti_forbes_4562,SBTI_4562,Forbes_1304,Ross-shire Engineering Limited,Jacobs Engineering,58,SBTI_4562Forbes_1304
sbti_forbes_5794,SBTI_5794,Forbes_963,Veris Residential,Equity Residential,63,SBTI_5794Forbes_963
sbti_forbes_1207,SBTI_1207,Forbes_305,Continental Confectionery Company Gıda San. ve Tic. A.Ş.,IntercontinentalExchange,47,SBTI_1207Forbes_305
sbti_forbes_494,SBTI_494,Forbes_199,Australian Broadcasting Corporation,NAB - National Australia Bank,61,SBTI_494Forbes_199
sbti_forbes_5270,SBTI_5270,Forbes_729,Tata Motors Limited,Tata Motors,73,SBTI_5270Forbes_729
sbti_forbes_1749,SBTI_1749,Forbes_924,Essity AB,Essity,80,SBTI_1749Forbes_924
sbti_forbes_5751,SBTI_5751,Forbes_1460,Valio Ltd.,Valeo,57,SBTI_5751Forbes_1460
sbti_forbes_2891,SBTI_2891,Forbes_544,Jules,Loews,60,SBTI_2891Forbes_544
sbti_forbes_5450,SBTI_5450,Forbes_28,Thinkproject Holding GmbH,Tencent Holdings,59,SBTI_5450Forbes_28
sbti_forbes_5017,SBTI_5017,Forbes_594,Speed Global Transportation Limited.,Vedanta Limited,56,SBTI_5017Forbes_594
sbti_forbes_1895,SBTI_1895,Forbes_122,Flair Rugs,AIRBUS,62,SBTI_1895Forbes_122
sbti_forbes_3096,SBTI_3096,Forbes_896,Krones AG,Kone,62,SBTI_3096Forbes_896
sbti_forbes_1449,SBTI_1449,Forbes_287,Diageo Plc,Diageo,75,SBTI_1449Forbes_287
sbti_forbes_3676,SBTI_3676,Forbes_1955,MP Biomedicals New Zealand Limited,Intco Medical Technology,48,SBTI_3676Forbes_1955
sbti_forbes_2189,SBTI_2189,Forbes_1288,GoTo,Goertek,55,SBTI_2189Forbes_1288
sbti_forbes_248,SBTI_248,Forbes_118,ALTEN,Vale,67,SBTI_248Forbes_118
sbti_forbes_1737,SBTI_1737,Forbes_818,Ernst Sutter AG,Stora Enso,56,SBTI_1737Forbes_818
sbti_forbes_3340,SBTI_3340,Forbes_937,Macpherson & Colburn Ltd T/A Westbourne motors,Builders FirstSource,50,SBTI_3340Forbes_937
sbti_forbes_5157,SBTI_5157,Forbes_203,Surge Alloys Pvt Ltd,Allstate,50,SBTI_5157Forbes_203
sbti_forbes_139,SBTI_139,Forbes_499,AGRANA Beteiligungs-AG,Fast Retailing,56,SBTI_139Forbes_499
sbti_forbes_3009,SBTI_3009,Forbes_1863,"Kindom Development Co., LTD.",Cosco Shipping Development,67,SBTI_3009Forbes_1863
sbti_forbes_2982,SBTI_2982,Forbes_224,Kenya Electricity Generating Company PLC,General Electric,57,SBTI_2982Forbes_224
sbti_forbes_523,SBTI_523,Forbes_583,Avison Young (UK) Limited,Activision Blizzard,48,SBTI_523Forbes_583
sbti_forbes_5116,SBTI_5116,Forbes_1001,Structa Industries,Toray Industries,82,SBTI_5116Forbes_1001
sbti_forbes_1867,SBTI_1867,Forbes_1565,Fiba Yenilenebilir Enerji Holding A.S.,Nine Dragons Paper Holdings,53,SBTI_1867Forbes_1565
sbti_forbes_4360,SBTI_4360,Forbes_698,Puig S.L.,S&P Global,56,SBTI_4360Forbes_698
sbti_forbes_2181,SBTI_2181,Forbes_827,Gonvarri Industries,Grasim Industries,78,SBTI_2181Forbes_827
sbti_forbes_3558,SBTI_3558,Forbes_222,Midfield Meat International,Mondelez International,73,SBTI_3558Forbes_222
sbti_forbes_194,SBTI_194,Forbes_1706,ALD,Zalando,60,SBTI_194Forbes_1706
sbti_forbes_3454,SBTI_3454,Forbes_312,"MAXIMA GRUPE, UAB",Macquarie Group,58,SBTI_3454Forbes_312
sbti_forbes_3529,SBTI_3529,Forbes_74,METALLINEA SRL,MetLife,57,SBTI_3529Forbes_74
sbti_forbes_2406,SBTI_2406,Forbes_594,Helen of Troy Limited,Vedanta Limited,50,SBTI_2406Forbes_594
sbti_forbes_4582,SBTI_4582,Forbes_533,RSS Infrastructure Ltd,Samsung Life Insurance,50,SBTI_4582Forbes_533
sbti_forbes_2365,SBTI_2365,Forbes_777,Harvest House,Everest Re Group,55,SBTI_2365Forbes_777
sbti_forbes_3273,SBTI_3273,Forbes_826,Lojas Riachuelo S/A,St. James's Place,51,SBTI_3273Forbes_826
sbti_forbes_1275,SBTI_1275,Forbes_684,Crest Nicholson plc,Thomson Reuters,53,SBTI_1275Forbes_684
