Match ID,dbpedia_uid,sbti_uid,dbpedia_company,sbti_company,Similarity Score,dbpedia_sbti_uids
dbpedia_sbti_3762,DBPedia_3761,SBTI_64,CCR S.A.,Accor S.A.,88,DBPedia_3761SBTI_64
dbpedia_sbti_2106,DBPedia_2105,SBTI_4089,Yellow Corporation,OSW Corporation,85,DBPedia_2105SBTI_4089
dbpedia_sbti_3993,DBPedia_3992,SBTI_1714,EPAM Systems,EPAM Systems Inc.,86,DBPedia_3992SBTI_1714
dbpedia_sbti_3096,DBPedia_3095,SBTI_720,Blair Corporation,BLB CORPORATION,88,DBPedia_3095SBTI_720
dbpedia_sbti_2892,DBPedia_2891,SBTI_1588,Ecora Resources,Ecora Resources PLC,88,DBPedia_2891SBTI_1588
dbpedia_sbti_1036,DBPedia_1035,SBTI_4489,REA Group,RES Group,89,DBPedia_1035SBTI_4489
dbpedia_sbti_8748,DBPedia_8747,SBTI_6155,Zurich Insurance Group,Zurich Insurance Group Ltd,92,DBPedia_8747SBTI_6155
dbpedia_sbti_2008,DBPedia_2007,SBTI_609,CBH Group,BCB Group,89,DBPedia_2007SBTI_609
dbpedia_sbti_6358,DBPedia_6357,SBTI_5049,St. Modwen Properties,St. Modwen Properties PLC,91,DBPedia_6357SBTI_5049
dbpedia_sbti_10269,DBPedia_10268,SBTI_580,Bama Gruppen,BAMA Gruppen AS,89,DBPedia_10268SBTI_580
dbpedia_sbti_6814,DBPedia_6813,SBTI_1297,CPC Corporation,CTCI Corporation,90,DBPedia_6813SBTI_1297
dbpedia_sbti_1777,DBPedia_1776,SBTI_1930,Foot Locker,"Foot Locker, Inc.",85,DBPedia_1776SBTI_1930
dbpedia_sbti_4798,DBPedia_4797,SBTI_4124,WW International,Pal International,85,DBPedia_4797SBTI_4124
dbpedia_sbti_9190,DBPedia_9189,SBTI_920,Capgemini,Capgemini SE,86,DBPedia_9189SBTI_920
dbpedia_sbti_8966,DBPedia_8965,SBTI_2071,Change Healthcare,GE Healthcare,87,DBPedia_8965SBTI_2071
dbpedia_sbti_565,DBPedia_564,SBTI_169,Aitken Spence,Aitken Spence PLC,87,DBPedia_564SBTI_169
dbpedia_sbti_2122,DBPedia_2121,SBTI_3331,MMG Limited,M1 Limited,86,DBPedia_2121SBTI_3331
dbpedia_sbti_8807,DBPedia_8806,SBTI_369,Accton Technology Corporation,Arcadyan Technology Corporation,87,DBPedia_8806SBTI_369
dbpedia_sbti_8179,DBPedia_8178,SBTI_3343,Midea Group,Mäder Group,86,DBPedia_8178SBTI_3343
dbpedia_sbti_358,DBPedia_357,SBTI_4946,SEMCORP Group,SMCP GROUP,87,DBPedia_357SBTI_4946
dbpedia_sbti_3659,DBPedia_3658,SBTI_3840,NTN Corporation,Nikon Corporation,88,DBPedia_3658SBTI_3840
dbpedia_sbti_6916,DBPedia_6915,SBTI_5810,Fox Corporation,VF Corporation,90,DBPedia_6915SBTI_5810
dbpedia_sbti_329,DBPedia_328,SBTI_5330,Elan (company),Telia Company,88,DBPedia_328SBTI_5330
dbpedia_sbti_5422,DBPedia_5421,SBTI_569,Brady Corporation,Ball Corporation,85,DBPedia_5421SBTI_569
dbpedia_sbti_5038,DBPedia_5037,SBTI_4489,RWS Group,RES Group,89,DBPedia_5037SBTI_4489
dbpedia_sbti_5218,DBPedia_5217,SBTI_2456,IHI Corporation,Hilti Corporation,88,DBPedia_5217SBTI_2456
dbpedia_sbti_2974,DBPedia_2973,SBTI_940,CarboTech,Carbotech AG,86,DBPedia_2973SBTI_940
dbpedia_sbti_1200,DBPedia_1199,SBTI_6040,Roblox Corporation,Xerox Corporation,86,DBPedia_1199SBTI_6040
dbpedia_sbti_4430,DBPedia_4429,SBTI_2875,Johnson Matthey,Johnson Matthey Plc,88,DBPedia_4429SBTI_2875
dbpedia_sbti_8917,DBPedia_8916,SBTI_1651,Heiwa Corporation,Elisa Corporation,88,DBPedia_8916SBTI_1651
dbpedia_sbti_5208,DBPedia_5207,SBTI_4878,IMAX Corporation,SIGMA Corporation,91,DBPedia_5207SBTI_4878
dbpedia_sbti_4604,DBPedia_4603,SBTI_5445,Thermo Fisher Scientific,Thermo Fisher Scientific Inc.,92,DBPedia_4603SBTI_5445
dbpedia_sbti_1251,DBPedia_1250,SBTI_4657,Santen Pharmaceutical,"Santen Pharmaceutical Co., Ltd",86,DBPedia_1250SBTI_4657
dbpedia_sbti_8597,DBPedia_8596,SBTI_4673,SAS Institute,SAS Institute Inc.,87,DBPedia_8596SBTI_4673
dbpedia_sbti_9556,DBPedia_9555,SBTI_23,A1 Telekom Austria,A1 Telekom Austria Group,86,DBPedia_9555SBTI_23
dbpedia_sbti_5812,DBPedia_5811,SBTI_832,Brunswick Boat Group,Brunswick Group,86,DBPedia_5811SBTI_832
dbpedia_sbti_1305,DBPedia_1304,SBTI_2523,Howdens Joinery,Howdens Joinery Ltd,88,DBPedia_1304SBTI_2523
dbpedia_sbti_10553,DBPedia_10552,SBTI_3347,KMG International,Magna International,89,DBPedia_10552SBTI_3347
dbpedia_sbti_9750,DBPedia_9749,SBTI_3169,LATAM Airlines Group,LATAM Airlines Group S.A.,91,DBPedia_9749SBTI_3169
dbpedia_sbti_1892,DBPedia_1891,SBTI_2244,Group O,Group One,88,DBPedia_1891SBTI_2244
dbpedia_sbti_9604,DBPedia_9603,SBTI_261,Amaggi Group,AMAG Group,91,DBPedia_9603SBTI_261
dbpedia_sbti_4050,DBPedia_4049,SBTI_446,Assa Abloy,Assa Abloy AB,87,DBPedia_4049SBTI_446
dbpedia_sbti_8650,DBPedia_8649,SBTI_6149,Zale Corporation,ZTE Corporation,90,DBPedia_8649SBTI_6149
dbpedia_sbti_7537,DBPedia_7536,SBTI_4253,MK Group,PM Group,88,DBPedia_7536SBTI_4253
dbpedia_sbti_9247,DBPedia_9246,SBTI_1489,DeNA,Dôen,86,DBPedia_9246SBTI_1489
dbpedia_sbti_4539,DBPedia_4538,SBTI_3745,SatCon Technology Corporation,Nanya Technology Corporation,88,DBPedia_4538SBTI_3745
dbpedia_sbti_4250,DBPedia_4249,SBTI_5026,Spirax-Sarco Engineering,Spirax-Sarco Engineering plc,92,DBPedia_4249SBTI_5026
dbpedia_sbti_7049,DBPedia_7048,SBTI_5398,The Gym Group,The Gym Group plc,87,DBPedia_7048SBTI_5398
dbpedia_sbti_8382,DBPedia_8381,SBTI_1169,Commerzbank,Commerzbank AG,88,DBPedia_8381SBTI_1169
dbpedia_sbti_3363,DBPedia_3362,SBTI_4988,Sanepar,Sonepar,86,DBPedia_3362SBTI_4988
dbpedia_sbti_4383,DBPedia_4382,SBTI_4305,Principal Financial Group,"Principal Financial Group, Inc.",93,DBPedia_4382SBTI_4305
dbpedia_sbti_7750,DBPedia_7749,SBTI_5730,URS Corporation,USG Corporation,93,DBPedia_7749SBTI_5730
dbpedia_sbti_4761,DBPedia_4760,SBTI_1446,Banif Financial Group,DGB FINANCIAL GROUP,85,DBPedia_4760SBTI_1446
dbpedia_sbti_6360,DBPedia_6359,SBTI_3343,Mears Group,Mäder Group,86,DBPedia_6359SBTI_3343
dbpedia_sbti_1664,DBPedia_1663,SBTI_869,BSI Group,BWI Group,89,DBPedia_1663SBTI_869
dbpedia_sbti_6263,DBPedia_6262,SBTI_4253,IP Group,PM Group,88,DBPedia_6262SBTI_4253
dbpedia_sbti_1400,DBPedia_1399,SBTI_1242,CoStar Group,"CoStar Group, Inc.",86,DBPedia_1399SBTI_1242
dbpedia_sbti_4674,DBPedia_4673,SBTI_4925,"Skidmore, Owings & Merrill","Skidmore, Owings and Merrill LLP",85,DBPedia_4673SBTI_4925
dbpedia_sbti_2698,DBPedia_2697,SBTI_5333,Waters Corporation,TELUS Corporation,86,DBPedia_2697SBTI_5333
dbpedia_sbti_1788,DBPedia_1787,SBTI_2332,Haw Par Corporation,Hama Corporation,86,DBPedia_1787SBTI_2332
dbpedia_sbti_2139,DBPedia_2138,SBTI_4703,Schuler Group,Schindler Group,86,DBPedia_2138SBTI_4703
dbpedia_sbti_250,DBPedia_249,SBTI_4871,Siemens EDA,Siemens AG,86,DBPedia_249SBTI_4871
dbpedia_sbti_3537,DBPedia_3536,SBTI_5330,Eisai (company),Telia Company,85,DBPedia_3536SBTI_5330
dbpedia_sbti_8546,DBPedia_8545,SBTI_1987,Freeport-McMoRan,Freeport-McMoRan Inc.,89,DBPedia_8545SBTI_1987
dbpedia_sbti_7825,DBPedia_7824,SBTI_886,AF Group,CAF Group,94,DBPedia_7824SBTI_886
dbpedia_sbti_3248,DBPedia_3247,SBTI_4912,Sir Robert McAlpine,Sir Robert McAlphine,97,DBPedia_3247SBTI_4912
dbpedia_sbti_7111,DBPedia_7110,SBTI_4224,Pilgrim's Pride,Pilgrim’s Pride Ltd.,88,DBPedia_7110SBTI_4224
dbpedia_sbti_3184,DBPedia_3183,SBTI_5048,St. James's Place plc,St. James's Place,89,DBPedia_3183SBTI_5048
dbpedia_sbti_6739,DBPedia_6738,SBTI_489,AVX Corporation,AUO Corporation,87,DBPedia_6738SBTI_489
dbpedia_sbti_502,DBPedia_501,SBTI_6002,Weyco Group,Woco Group,86,DBPedia_501SBTI_6002
dbpedia_sbti_10013,DBPedia_10012,SBTI_5333,Deluxe Corporation,TELUS Corporation,86,DBPedia_10012SBTI_5333
dbpedia_sbti_2663,DBPedia_2662,SBTI_4026,Zoran Corporation,OMRON Corporation,88,DBPedia_2662SBTI_4026
dbpedia_sbti_6562,DBPedia_6561,SBTI_168,Appian Corporation,AISIN CORPORATION,86,DBPedia_6561SBTI_168
dbpedia_sbti_5667,DBPedia_5666,SBTI_3232,Lincolnshire Co-operative,Lincolnshire Co-operative Limited,86,DBPedia_5666SBTI_3232
dbpedia_sbti_7003,DBPedia_7002,SBTI_1592,Tecnotree,EcoTree,88,DBPedia_7002SBTI_1592
dbpedia_sbti_8939,DBPedia_8938,SBTI_5516,Teamway International Group,Toly Group International,86,DBPedia_8938SBTI_5516
dbpedia_sbti_1486,DBPedia_1485,SBTI_6149,Mitre Corporation,ZTE Corporation,88,DBPedia_1485SBTI_6149
dbpedia_sbti_10594,DBPedia_10593,SBTI_3617,MapInfo Corporation,MIZUNO CORPORATION,86,DBPedia_10593SBTI_3617
dbpedia_sbti_6162,DBPedia_6161,SBTI_5481,"TTI, Inc.",TIS Inc.,86,DBPedia_6161SBTI_5481
dbpedia_sbti_5757,DBPedia_5756,SBTI_441,Adesto Technologies,ASM Technologies,86,DBPedia_5756SBTI_441
dbpedia_sbti_9643,DBPedia_9642,SBTI_286,First American Corporation,American Tower Corporation,85,DBPedia_9642SBTI_286
dbpedia_sbti_6329,DBPedia_6328,SBTI_4980,Seah Holdings,Solera Holdings,86,DBPedia_6328SBTI_4980
dbpedia_sbti_6019,DBPedia_6018,SBTI_1416,EFunds Corporation,DENSO Corporation,86,DBPedia_6018SBTI_1416
dbpedia_sbti_2730,DBPedia_2729,SBTI_611,CEB Inc.,BCE inc.,86,DBPedia_2729SBTI_611
dbpedia_sbti_2769,DBPedia_2768,SBTI_2897,Jungheinrich,Jungheinrich AG,89,DBPedia_2768SBTI_2897
dbpedia_sbti_6311,DBPedia_6310,SBTI_4026,RCN Corporation,OMRON Corporation,88,DBPedia_6310SBTI_4026
dbpedia_sbti_4598,DBPedia_4597,SBTI_4780,SGS S.A.,SES S.A.,86,DBPedia_4597SBTI_4780
dbpedia_sbti_5104,DBPedia_5103,SBTI_3401,Maple Leaf Foods,Maple Leaf Foods Inc.,89,DBPedia_5103SBTI_3401
dbpedia_sbti_712,DBPedia_711,SBTI_2931,PKB Corporation,KAO Corporation,87,DBPedia_711SBTI_2931
dbpedia_sbti_1408,DBPedia_1407,SBTI_302,NZ Post,An Post,86,DBPedia_1407SBTI_302
dbpedia_sbti_3035,DBPedia_3034,SBTI_1495,Domino's Pizza,"Domino's Pizza, LLC",88,DBPedia_3034SBTI_1495
dbpedia_sbti_1995,DBPedia_1994,SBTI_441,TAT Technologies,ASM Technologies,88,DBPedia_1994SBTI_441
dbpedia_sbti_9085,DBPedia_9084,SBTI_3062,Komatsu Limited,Komatsu Ltd.,85,DBPedia_9084SBTI_3062
dbpedia_sbti_5597,DBPedia_5596,SBTI_441,SYS Technologies,ASM Technologies,88,DBPedia_5596SBTI_441
dbpedia_sbti_8928,DBPedia_8927,SBTI_619,International Airlines Group,Beaulieu International Group,86,DBPedia_8927SBTI_619
dbpedia_sbti_9934,DBPedia_9933,SBTI_4649,Sanmina Corporation,SanMar Corporation,92,DBPedia_9933SBTI_4649
dbpedia_sbti_9101,DBPedia_9100,SBTI_3343,Merit Group,Mäder Group,86,DBPedia_9100SBTI_3343
dbpedia_sbti_2472,DBPedia_2471,SBTI_3350,Magyar Telekom,Magyar Telekom Plc.,88,DBPedia_2471SBTI_3350
dbpedia_sbti_6493,DBPedia_6492,SBTI_1651,Regis Corporation,Elisa Corporation,88,DBPedia_6492SBTI_1651
dbpedia_sbti_5801,DBPedia_5800,SBTI_898,CMON Limited,Camlin Limited,85,DBPedia_5800SBTI_898
dbpedia_sbti_3837,DBPedia_3836,SBTI_168,Avient Corporation,AISIN CORPORATION,86,DBPedia_3836SBTI_168
dbpedia_sbti_3779,DBPedia_3778,SBTI_389,Affirm Holdings,Arm Holdings,89,DBPedia_3778SBTI_389
dbpedia_sbti_4388,DBPedia_4387,SBTI_5683,Unibail-Rodamco-Westfield,Unibail-Rodamco-Westfield SE,94,DBPedia_4387SBTI_5683
dbpedia_sbti_5149,DBPedia_5148,SBTI_3152,Land O'Lakes,"Land O'Lakes, Inc.",86,DBPedia_5148SBTI_3152
dbpedia_sbti_3775,DBPedia_3774,SBTI_5913,Watches of Switzerland,Watches of Switzerland Group,88,DBPedia_3774SBTI_5913
dbpedia_sbti_6008,DBPedia_6007,SBTI_1395,Exela Technologies,Dell Technologies,86,DBPedia_6007SBTI_1395
dbpedia_sbti_1859,DBPedia_1858,SBTI_4093,Otsuka Pharmaceutical,"Otsuka Pharmaceutical Co., Ltd.",86,DBPedia_1858SBTI_4093
dbpedia_sbti_7419,DBPedia_7418,SBTI_1509,Rogers Corporation,Dover Corporation,86,DBPedia_7418SBTI_1509
dbpedia_sbti_5998,DBPedia_5997,SBTI_1549,PAX Technology,DXC Technology,86,DBPedia_5997SBTI_1549
dbpedia_sbti_1334,DBPedia_1333,SBTI_796,Breedon Group,BREEDON GROUP plc,87,DBPedia_1333SBTI_796
dbpedia_sbti_5279,DBPedia_5278,SBTI_6003,Wolters Kluwer,Wolters Kluwer N.V.,88,DBPedia_5278SBTI_6003
dbpedia_sbti_5937,DBPedia_5936,SBTI_5086,Terna Group,STERNE GROUP,87,DBPedia_5936SBTI_5086
dbpedia_sbti_7851,DBPedia_7850,SBTI_5615,Transport International,Trust International,86,DBPedia_7850SBTI_5615
dbpedia_sbti_7452,DBPedia_7451,SBTI_1076,Conair Corporation,Ciena Corporation,86,DBPedia_7451SBTI_1076
dbpedia_sbti_432,DBPedia_431,SBTI_559,Bambi (company),Bain & Company,88,DBPedia_431SBTI_559
dbpedia_sbti_7635,DBPedia_7634,SBTI_4942,SMA Solar Technology,SMA Solar Technology AG,93,DBPedia_7634SBTI_4942
dbpedia_sbti_639,DBPedia_638,SBTI_164,AirG Inc.,AIRINC,86,DBPedia_638SBTI_164
dbpedia_sbti_10370,DBPedia_10369,SBTI_440,ASM International,ASM International N.V.,89,DBPedia_10369SBTI_440
dbpedia_sbti_5167,DBPedia_5166,SBTI_860,Burges Salmon,Burges Salmon LLP,87,DBPedia_5166SBTI_860
dbpedia_sbti_7418,DBPedia_7417,SBTI_4288,Premier Foods,Premier Foods PLC,87,DBPedia_7417SBTI_4288
dbpedia_sbti_5742,DBPedia_5741,SBTI_2476,CHS Inc.,"HKS, Inc.",86,DBPedia_5741SBTI_2476
dbpedia_sbti_8729,DBPedia_8728,SBTI_500,Auto Trader Group,Auto Trader Group plc,89,DBPedia_8728SBTI_500
dbpedia_sbti_2374,DBPedia_2373,SBTI_1355,Deva Holding A.S.,Danæg Holding A/S,88,DBPedia_2373SBTI_1355
dbpedia_sbti_6816,DBPedia_6815,SBTI_41,ABM Industries,ABAX INDUSTRIES,90,DBPedia_6815SBTI_41
dbpedia_sbti_2728,DBPedia_2727,SBTI_1445,DFS Furniture,DFS Furniture PLC,87,DBPedia_2727SBTI_1445
dbpedia_sbti_9138,DBPedia_9137,SBTI_4148,Service Corporation International,Parexel International Corporation,85,DBPedia_9137SBTI_4148
dbpedia_sbti_6375,DBPedia_6374,SBTI_3773,Unocal Corporation,NEC Corporation,85,DBPedia_6374SBTI_3773
dbpedia_sbti_4967,DBPedia_4966,SBTI_2375,Hyve Group,Havea Group,86,DBPedia_4966SBTI_2375
dbpedia_sbti_4196,DBPedia_4195,SBTI_5476,TMF Group,TIM Group,89,DBPedia_4195SBTI_5476
dbpedia_sbti_2584,DBPedia_2583,SBTI_604,Bauer AG,Bayer AG,88,DBPedia_2583SBTI_604
dbpedia_sbti_8233,DBPedia_8232,SBTI_4025,OmniVision Technologies,"Omnivision Technologies, Inc.",92,DBPedia_8232SBTI_4025
dbpedia_sbti_9006,DBPedia_9005,SBTI_2532,TEAC Corporation,HTC Corporation,90,DBPedia_9005SBTI_2532
dbpedia_sbti_4781,DBPedia_4780,SBTI_715,BT Group,BITĖ Group,89,DBPedia_4780SBTI_715
dbpedia_sbti_6002,DBPedia_6001,SBTI_4026,Nordson Corporation,OMRON Corporation,89,DBPedia_6001SBTI_4026
dbpedia_sbti_926,DBPedia_925,SBTI_5476,TMX Group,TIM Group,89,DBPedia_925SBTI_5476
dbpedia_sbti_9773,DBPedia_9772,SBTI_4026,Doosan Corporation,OMRON Corporation,86,DBPedia_9772SBTI_4026
dbpedia_sbti_9499,DBPedia_9498,SBTI_558,BAE Systems,BAE Systems PLC,85,DBPedia_9498SBTI_558
dbpedia_sbti_28,DBPedia_27,SBTI_4357,Public Service Enterprise Group,Public Service Enterprise Group Inc. (PSEG),87,DBPedia_27SBTI_4357
dbpedia_sbti_10590,DBPedia_10589,SBTI_684,BG Group,BHG Group,94,DBPedia_10589SBTI_684
dbpedia_sbti_1765,DBPedia_1764,SBTI_5006,WSP New Zealand,Spark New Zealand,88,DBPedia_1764SBTI_5006
dbpedia_sbti_9784,DBPedia_9783,SBTI_243,Ascom Group,Alsico Group,87,DBPedia_9783SBTI_243
dbpedia_sbti_9987,DBPedia_9986,SBTI_696,Bilfinger,Bilfinger SE,86,DBPedia_9986SBTI_696
dbpedia_sbti_5301,DBPedia_5300,SBTI_4253,OM Group,PM Group,88,DBPedia_5300SBTI_4253
dbpedia_sbti_4372,DBPedia_4371,SBTI_4124,Olam International,Pal International,86,DBPedia_4371SBTI_4124
dbpedia_sbti_3020,DBPedia_3019,SBTI_4812,Harris Corporation,Sharp Corporation,86,DBPedia_3019SBTI_4812
dbpedia_sbti_9289,DBPedia_9288,SBTI_5874,Voestalpine,voestalpine AG,88,DBPedia_9288SBTI_5874
dbpedia_sbti_3302,DBPedia_3301,SBTI_2519,Host Hotels & Resorts,"Host Hotels & Resorts, Inc.",90,DBPedia_3301SBTI_2519
dbpedia_sbti_1972,DBPedia_1971,SBTI_4489,RSK Group,RES Group,89,DBPedia_1971SBTI_4489
dbpedia_sbti_3275,DBPedia_3274,SBTI_4618,Scan Group,SAICA GROUP,86,DBPedia_3274SBTI_4618
dbpedia_sbti_6000,DBPedia_5999,SBTI_1783,Evergreen Marine Corporation,Evergreen Marine Corp.,86,DBPedia_5999SBTI_1783
dbpedia_sbti_6587,DBPedia_6586,SBTI_5421,The Navigator Company,"The Navigator Company, S.A.",91,DBPedia_6586SBTI_5421
dbpedia_sbti_6133,DBPedia_6132,SBTI_2931,KLA Corporation,KAO Corporation,93,DBPedia_6132SBTI_2931
dbpedia_sbti_7331,DBPedia_7330,SBTI_3216,IEC Electronics,LG Electronics Inc.,85,DBPedia_7330SBTI_3216
dbpedia_sbti_348,DBPedia_347,SBTI_1699,Energis,ENERLIS,86,DBPedia_347SBTI_1699
dbpedia_sbti_1789,DBPedia_1788,SBTI_1610,EDP Renováveis,"EDP Renováveis, S.A.",87,DBPedia_1788SBTI_1610
dbpedia_sbti_844,DBPedia_843,SBTI_1549,TCL Technology,DXC Technology,86,DBPedia_843SBTI_1549
dbpedia_sbti_1869,DBPedia_1868,SBTI_4124,International Paint,Pal International,89,DBPedia_1868SBTI_4124
dbpedia_sbti_10067,DBPedia_10066,SBTI_1681,E4 Group,En+ Group,88,DBPedia_10066SBTI_1681
dbpedia_sbti_8598,DBPedia_8597,SBTI_4732,Nass Corporation,SCSK Corporation,88,DBPedia_8597SBTI_4732
dbpedia_sbti_5114,DBPedia_5113,SBTI_3427,Marvell Technology,Marvell Technologies,89,DBPedia_5113SBTI_3427
dbpedia_sbti_2138,DBPedia_2137,SBTI_6051,Yamabiko Corporation,YAMABISHI Corporation,88,DBPedia_2137SBTI_6051
dbpedia_sbti_5679,DBPedia_5678,SBTI_3702,Murata Manufacturing,"Murata Manufacturing Co., Ltd.",85,DBPedia_5678SBTI_3702
