Match ID,dbpedia_uid,sbti_uid,dbpedia_company,sbti_company,Similarity Score,dbpedia_sbti_uids
dbpedia_sbti_6007,DBPedia_6006,SBTI_1016,ANTEL,CHANEL,73,DBPedia_6006SBTI_1016
dbpedia_sbti_5531,DBPedia_5530,SBTI_3952,Hutchinson SA,Nutrition&Santé,59,DBPedia_5530SBTI_3952
dbpedia_sbti_3994,DBPedia_3993,SBTI_6039,Etro,Xero,75,DBPedia_3993SBTI_6039
dbpedia_sbti_6187,DBPedia_6186,SBTI_1872,Domtar,Fidocar,62,DBPedia_6186SBTI_1872
dbpedia_sbti_10248,DBPedia_10247,SBTI_5433,Southern Cross Telco,The Southern Co-operative,62,DBPedia_10247SBTI_5433
dbpedia_sbti_10126,DBPedia_10125,SBTI_3353,Club Mahindra Holidays,Mahindra Accelo,65,DBPedia_10125SBTI_3353
dbpedia_sbti_5692,DBPedia_5691,SBTI_3408,Stein Mart,Marken,62,DBPedia_5691SBTI_3408
dbpedia_sbti_4869,DBPedia_4868,SBTI_1311,AdventHealth,CVS Health,64,DBPedia_4868SBTI_1311
dbpedia_sbti_5521,DBPedia_5520,SBTI_5618,UT Bank,TSB Bank,80,DBPedia_5520SBTI_5618
dbpedia_sbti_1268,DBPedia_1267,SBTI_5706,Quadrangle Development Corporation,United Urban Investment Corporation,70,DBPedia_1267SBTI_5706
dbpedia_sbti_6319,DBPedia_6318,SBTI_1361,ILD Teleservices,Data4 services,67,DBPedia_6318SBTI_1361
dbpedia_sbti_3119,DBPedia_3118,SBTI_60,Law Debenture,Accenture PLC,62,DBPedia_3118SBTI_60
dbpedia_sbti_6962,DBPedia_6961,SBTI_2590,Ninety One plc,ICON Plc,64,DBPedia_6961SBTI_2590
dbpedia_sbti_5013,DBPedia_5012,SBTI_5104,Evans & Sutherland,Storebrand ASA,67,DBPedia_5012SBTI_5104
dbpedia_sbti_4760,DBPedia_4759,SBTI_42,BBC,ABB,67,DBPedia_4759SBTI_42
dbpedia_sbti_1194,DBPedia_1193,SBTI_4289,Premier Oil,Premier Is A/S,72,DBPedia_1193SBTI_4289
dbpedia_sbti_560,DBPedia_559,SBTI_313,Andair,ANDRITZ,62,DBPedia_559SBTI_313
dbpedia_sbti_6679,DBPedia_6678,SBTI_2006,Fugro,Fugro NV,77,DBPedia_6678SBTI_2006
dbpedia_sbti_64,DBPedia_63,SBTI_5024,Sappi,SPIE,67,DBPedia_63SBTI_5024
dbpedia_sbti_4159,DBPedia_4158,SBTI_3402,Lamprell,Marel,62,DBPedia_4158SBTI_3402
dbpedia_sbti_5509,DBPedia_5508,SBTI_1557,Compass Resources,E Source Companies LLC,72,DBPedia_5508SBTI_1557
dbpedia_sbti_2652,DBPedia_2651,SBTI_3226,LifeScan,Lifestraw,71,DBPedia_2651SBTI_3226
dbpedia_sbti_772,DBPedia_771,SBTI_850,Dudhsagar Dairy,Bundaberg Sugar LTD,53,DBPedia_771SBTI_850
dbpedia_sbti_6666,DBPedia_6665,SBTI_2550,Golden Chick,"Hulic Co., Ltd.",58,DBPedia_6665SBTI_2550
dbpedia_sbti_770,DBPedia_769,SBTI_4518,APM Terminals,RINA S.p.A.,70,DBPedia_769SBTI_4518
dbpedia_sbti_3036,DBPedia_3035,SBTI_3363,Dongbei Special Steel,Mahindra Sanyo Special Steel,65,DBPedia_3035SBTI_3363
dbpedia_sbti_10005,DBPedia_10004,SBTI_2184,De Grisogono,Goodman CE,55,DBPedia_10004SBTI_2184
dbpedia_sbti_7969,DBPedia_7968,SBTI_5363,Nisa (retailer),Thales SA,64,DBPedia_7968SBTI_5363
dbpedia_sbti_7852,DBPedia_7851,SBTI_3877,Tinopolis,Noblis,67,DBPedia_7851SBTI_3877
dbpedia_sbti_1824,DBPedia_1823,SBTI_788,Northern Norway Regional Health Authority,Braathens Regional Airlines (BRA) AB,53,DBPedia_1823SBTI_788
dbpedia_sbti_2563,DBPedia_2562,SBTI_797,Edward Jones Investments,Bregal Investments,67,DBPedia_2562SBTI_797
dbpedia_sbti_3639,DBPedia_3638,SBTI_4260,Marston's Brewery,Polarium Energy Solutions AB,58,DBPedia_3638SBTI_4260
dbpedia_sbti_8035,DBPedia_8034,SBTI_4643,Tandem Group,SANDEN Group,83,DBPedia_8034SBTI_4643
dbpedia_sbti_4586,DBPedia_4585,SBTI_101,MPP Jedinstvo,ADIENT plc,52,DBPedia_4585SBTI_101
dbpedia_sbti_6887,DBPedia_6886,SBTI_3481,CH Media,Media 6,80,DBPedia_6886SBTI_3481
dbpedia_sbti_4144,DBPedia_4143,SBTI_3282,Super One Foods,Lopez Foods,69,DBPedia_4143SBTI_3282
dbpedia_sbti_8787,DBPedia_8786,SBTI_2347,Mavenir Systems,Hanon Systems,71,DBPedia_8786SBTI_2347
dbpedia_sbti_4062,DBPedia_4061,SBTI_2593,Federal-Mogul,Ideal Modular Homes,62,DBPedia_4061SBTI_2593
dbpedia_sbti_8854,DBPedia_8853,SBTI_5252,Agma Lahlou-Tazi,"Taki-shoun.co.,Ltd.",55,DBPedia_8853SBTI_5252
dbpedia_sbti_10608,DBPedia_10607,SBTI_1527,Sotheby's,DS Smith,59,DBPedia_10607SBTI_1527
dbpedia_sbti_6149,DBPedia_6148,SBTI_5946,Plum Creek Timber,West Fraser Timber Co. Ltd,57,DBPedia_6148SBTI_5946
dbpedia_sbti_3235,DBPedia_3234,SBTI_3548,Nichicon,Michelin,62,DBPedia_3234SBTI_3548
dbpedia_sbti_8255,DBPedia_8254,SBTI_2864,Mannvit Engineering,JMB Wind Engineering,72,DBPedia_8254SBTI_2864
dbpedia_sbti_8702,DBPedia_8701,SBTI_84,ACCO Brands,Active Brands,75,DBPedia_8701SBTI_84
dbpedia_sbti_4129,DBPedia_4128,SBTI_1654,LCL S.A.,Ellab A/S,75,DBPedia_4128SBTI_1654
dbpedia_sbti_1193,DBPedia_1192,SBTI_5877,Vitol,Volex,60,DBPedia_1192SBTI_5877
dbpedia_sbti_10062,DBPedia_10061,SBTI_4249,1&1 Drillisch,Plenish Drinks,52,DBPedia_10061SBTI_4249
dbpedia_sbti_4218,DBPedia_4217,SBTI_2625,Imperial Oil,Imperial Brands,59,DBPedia_4217SBTI_2625
dbpedia_sbti_10547,DBPedia_10546,SBTI_415,China Oceanwide Holdings Group,Asahi Group Holdings,68,DBPedia_10546SBTI_415
dbpedia_sbti_9087,DBPedia_9086,SBTI_4026,Immersion Corporation,OMRON Corporation,84,DBPedia_9086SBTI_4026
dbpedia_sbti_3121,DBPedia_3120,SBTI_2928,Kansas City Southern (company),Kansas City Southern,83,DBPedia_3120SBTI_2928
dbpedia_sbti_3150,DBPedia_3149,SBTI_1023,O'Charley's,Charles Komar & Sons,69,DBPedia_3149SBTI_1023
dbpedia_sbti_3749,DBPedia_3748,SBTI_555,CMC Markets,Back Market,73,DBPedia_3748SBTI_555
dbpedia_sbti_5191,DBPedia_5190,SBTI_988,Cognis,Celonis,77,DBPedia_5190SBTI_988
dbpedia_sbti_2417,DBPedia_2416,SBTI_1244,Blue Nile (company),Cosun Beet Company,69,DBPedia_2416SBTI_1244
dbpedia_sbti_5004,DBPedia_5003,SBTI_5589,Edinburgh Bicycle Co-operative,Trek Bicycle Corporation,63,DBPedia_5003SBTI_5589
dbpedia_sbti_9009,DBPedia_9008,SBTI_3666,TJ Morris,Morrisons,67,DBPedia_9008SBTI_3666
dbpedia_sbti_3128,DBPedia_3127,SBTI_3708,Key Tronic,Mycronic,67,DBPedia_3127SBTI_3708
dbpedia_sbti_5385,DBPedia_5384,SBTI_5787,Questerre Energy,Ventient Energy,65,DBPedia_5384SBTI_5787
dbpedia_sbti_9054,DBPedia_9053,SBTI_4967,Softcat,Softcat plc,78,DBPedia_9053SBTI_4967
dbpedia_sbti_5152,DBPedia_5151,SBTI_5067,Karafarin Bank,Starling Bank,67,DBPedia_5151SBTI_5067
dbpedia_sbti_1719,DBPedia_1718,SBTI_5797,Aurizon,Verizon,71,DBPedia_1718SBTI_5797
dbpedia_sbti_7461,DBPedia_7460,SBTI_739,Bonefish Grill,BNSF Railway,54,DBPedia_7460SBTI_739
dbpedia_sbti_2442,DBPedia_2441,SBTI_1555,Nynas,Dynasol,67,DBPedia_2441SBTI_1555
dbpedia_sbti_7117,DBPedia_7116,SBTI_2827,Sompo Japan Nipponkoa Insurance,Japan Tobacco Inc.,50,DBPedia_7116SBTI_2827
dbpedia_sbti_8356,DBPedia_8355,SBTI_2588,Pediatrix Medical Group,ICL Group LTD,61,DBPedia_8355SBTI_2588
dbpedia_sbti_10543,DBPedia_10542,SBTI_3230,ADLINK,LINAK,73,DBPedia_10542SBTI_3230
dbpedia_sbti_2684,DBPedia_2683,SBTI_1271,Banco Credicoop,Credit Agricole,60,DBPedia_2683SBTI_1271
dbpedia_sbti_6440,DBPedia_6439,SBTI_770,BorgWarner,BorgWarner Inc.,83,DBPedia_6439SBTI_770
dbpedia_sbti_1463,DBPedia_1462,SBTI_986,Electrica,Celestica,78,DBPedia_1462SBTI_986
dbpedia_sbti_7633,DBPedia_7632,SBTI_3184,Medpace,LEDVANCE,67,DBPedia_7632SBTI_3184
dbpedia_sbti_2581,DBPedia_2580,SBTI_3646,MoneyGram,Monnoyeur,56,DBPedia_2580SBTI_3646
dbpedia_sbti_7676,DBPedia_7675,SBTI_1075,Mackie's,CIECH S.A.,71,DBPedia_7675SBTI_1075
dbpedia_sbti_6644,DBPedia_6643,SBTI_4844,Snakk Media,SHL Medical,64,DBPedia_6643SBTI_4844
dbpedia_sbti_3834,DBPedia_3833,SBTI_1206,Dart Container,Continental,64,DBPedia_3833SBTI_1206
dbpedia_sbti_7858,DBPedia_7857,SBTI_2319,Harlan and Hollingsworth,Haberkorn Holding AG,59,DBPedia_7857SBTI_2319
dbpedia_sbti_7599,DBPedia_7598,SBTI_3238,Mainfreight,Linesight,70,DBPedia_7598SBTI_3238
dbpedia_sbti_9215,DBPedia_9214,SBTI_4565,Prosegur,Roveg,62,DBPedia_9214SBTI_4565
dbpedia_sbti_5300,DBPedia_5299,SBTI_1734,Meritor,Erith,67,DBPedia_5299SBTI_1734
dbpedia_sbti_9967,DBPedia_9966,SBTI_4721,Scientific Atlanta,Scientific Group Ltd,63,DBPedia_9966SBTI_4721
dbpedia_sbti_5870,DBPedia_5869,SBTI_533,Alliant Techsystems,Axion Biosystems,63,DBPedia_5869SBTI_533
dbpedia_sbti_9010,DBPedia_9009,SBTI_4534,Dick's Sporting Goods,"ROADIS Transportation Holding, SL",60,DBPedia_9009SBTI_4534
dbpedia_sbti_7444,DBPedia_7443,SBTI_5855,Coop (Italy),Vistra Corp.,67,DBPedia_7443SBTI_5855
dbpedia_sbti_7194,DBPedia_7193,SBTI_942,China Renaissance,"Cardinal Health, Inc.",56,DBPedia_7193SBTI_942
dbpedia_sbti_7630,DBPedia_7629,SBTI_1645,Element Six,Elements,84,DBPedia_7629SBTI_1645
dbpedia_sbti_2314,DBPedia_2313,SBTI_5820,Victrex,Victrex plc,78,DBPedia_2313SBTI_5820
dbpedia_sbti_8905,DBPedia_8904,SBTI_609,Groupe BPCE,BCB Group,80,DBPedia_8904SBTI_609
dbpedia_sbti_10344,DBPedia_10343,SBTI_433,Wetzel's Pretzels,Asian Apparels ltd,51,DBPedia_10343SBTI_433
dbpedia_sbti_6785,DBPedia_6784,SBTI_1592,CTEEP,EcoTree,67,DBPedia_6784SBTI_1592
dbpedia_sbti_349,DBPedia_348,SBTI_248,GS Caltex,ALTEN,57,DBPedia_348SBTI_248
dbpedia_sbti_1436,DBPedia_1435,SBTI_2431,Gold Horse International,Hermès International,79,DBPedia_1435SBTI_2431
dbpedia_sbti_10076,DBPedia_10075,SBTI_972,Constellium,Castellum AB,70,DBPedia_10075SBTI_972
dbpedia_sbti_7762,DBPedia_7761,SBTI_577,UMH Properties,Balwin Properties,65,DBPedia_7761SBTI_577
dbpedia_sbti_4745,DBPedia_4744,SBTI_251,Aboitiz Equity Ventures,Altor Equity Partners,59,DBPedia_4744SBTI_251
dbpedia_sbti_4897,DBPedia_4896,SBTI_5876,Windflow Technology,Voi Technology AB,67,DBPedia_4896SBTI_5876
dbpedia_sbti_10207,DBPedia_10206,SBTI_3310,Lululemon Athletica,lululemon,64,DBPedia_10206SBTI_3310
dbpedia_sbti_1966,DBPedia_1965,SBTI_5482,Guitar Center,TITAN Cement Group,65,DBPedia_1965SBTI_5482
dbpedia_sbti_4031,DBPedia_4030,SBTI_6037,Japan Steel Works,XELS Japan Co Ltd,59,DBPedia_4030SBTI_6037
dbpedia_sbti_395,DBPedia_394,SBTI_2598,Silicon Systems,IFCO Systems,81,DBPedia_394SBTI_2598
dbpedia_sbti_5985,DBPedia_5984,SBTI_835,FirstEnergy,Bryt Energy,73,DBPedia_5984SBTI_835
dbpedia_sbti_7278,DBPedia_7277,SBTI_3456,Meyer Werft,Mayer-network,58,DBPedia_7277SBTI_3456
dbpedia_sbti_6510,DBPedia_6509,SBTI_385,BarkBox,Arjo AB,57,DBPedia_6509SBTI_385
dbpedia_sbti_105,DBPedia_104,SBTI_559,Bittium (company),Bain & Company,74,DBPedia_104SBTI_559
dbpedia_sbti_1173,DBPedia_1172,SBTI_2392,Primary Health Properties,"Healthpeak Properties, Inc.",76,DBPedia_1172SBTI_2392
dbpedia_sbti_3753,DBPedia_3752,SBTI_598,Bahrain Development Bank,BARRATT DEVELOPMENTS PLC,67,DBPedia_3752SBTI_598
dbpedia_sbti_4841,DBPedia_4840,SBTI_1700,Abengoa,engcon AB,75,DBPedia_4840SBTI_1700
dbpedia_sbti_6041,DBPedia_6040,SBTI_373,Harsco,Arco,80,DBPedia_6040SBTI_373
dbpedia_sbti_7983,DBPedia_7982,SBTI_578,Abba Seafood,BAMA Foods AB,72,DBPedia_7982SBTI_578
dbpedia_sbti_6105,DBPedia_6104,SBTI_559,Atlanta Bread Company,Bain & Company,61,DBPedia_6104SBTI_559
dbpedia_sbti_7672,DBPedia_7671,SBTI_1015,Clovis Oncology,"Champions Oncology, Inc.",65,DBPedia_7671SBTI_1015
dbpedia_sbti_287,DBPedia_286,SBTI_2512,Stop & Shop,HopLop,67,DBPedia_286SBTI_2512
dbpedia_sbti_1794,DBPedia_1793,SBTI_1888,HF Sinclair,First Solar Inc,62,DBPedia_1793SBTI_1888
dbpedia_sbti_7450,DBPedia_7449,SBTI_4447,Pride in London,Red-Inc ltd,62,DBPedia_7449SBTI_4447
dbpedia_sbti_7924,DBPedia_7923,SBTI_441,Technopromexport,ASM Technologies,50,DBPedia_7923SBTI_441
dbpedia_sbti_6949,DBPedia_6948,SBTI_1385,Flex (company),Deere & Company,72,DBPedia_6948SBTI_1385
dbpedia_sbti_6465,DBPedia_6464,SBTI_1699,EnerSys,ENERLIS,71,DBPedia_6464SBTI_1699
dbpedia_sbti_10039,DBPedia_10038,SBTI_313,Rite Aid,ANDRITZ,67,DBPedia_10038SBTI_313
dbpedia_sbti_6419,DBPedia_6418,SBTI_643,BelAZ,BelOrta,67,DBPedia_6418SBTI_643
dbpedia_sbti_7428,DBPedia_7427,SBTI_1161,Psion (company),Comany Inc.,78,DBPedia_7427SBTI_1161
dbpedia_sbti_8309,DBPedia_8308,SBTI_1085,Rovio Animation,Citation Group,62,DBPedia_8308SBTI_1085
dbpedia_sbti_3503,DBPedia_3502,SBTI_3367,Leybold GmbH,MAHLE GmbH,64,DBPedia_3502SBTI_3367
dbpedia_sbti_1263,DBPedia_1262,SBTI_4377,Intentia,Qinetiq,67,DBPedia_1262SBTI_4377
dbpedia_sbti_7491,DBPedia_7490,SBTI_5849,Vitro,Viridor,67,DBPedia_7490SBTI_5849
dbpedia_sbti_6973,DBPedia_6972,SBTI_2426,Guangxi Non-ferrous Metals,Heraeus Precious Metals,53,DBPedia_6972SBTI_2426
dbpedia_sbti_2806,DBPedia_2805,SBTI_900,Amwell (company),Campbell Soup Company,74,DBPedia_2805SBTI_900
dbpedia_sbti_8415,DBPedia_8414,SBTI_4563,Blue Prism,rosy blue NV,64,DBPedia_8414SBTI_4563
dbpedia_sbti_26,DBPedia_25,SBTI_1295,Camden Property Trust,CT Property Trust Limited,78,DBPedia_25SBTI_1295
dbpedia_sbti_6794,DBPedia_6793,SBTI_3461,Amaya Resorts & Spas,"MC Retail, SGPS S.A.",61,DBPedia_6793SBTI_3461
dbpedia_sbti_1488,DBPedia_1487,SBTI_1474,Sterlite Copper,Disaster Care Limited,61,DBPedia_1487SBTI_1474
dbpedia_sbti_9035,DBPedia_9034,SBTI_5508,Wortmann,Tokmanni Oy,63,DBPedia_9034SBTI_5508
dbpedia_sbti_2250,DBPedia_2249,SBTI_3995,Krogerus,Ogier,62,DBPedia_2249SBTI_3995
dbpedia_sbti_2636,DBPedia_2635,SBTI_3471,Lincoln Snacks Company,"McKinsey & Company, Inc.",71,DBPedia_2635SBTI_3471
dbpedia_sbti_1495,DBPedia_1494,SBTI_4410,Rösle,RAISE,67,DBPedia_1494SBTI_4410
dbpedia_sbti_1401,DBPedia_1400,SBTI_398,Gaotu Techedu,Arteche,60,DBPedia_1400SBTI_398
dbpedia_sbti_1108,DBPedia_1107,SBTI_4446,Red Funnel,Red Nucleus,57,DBPedia_1107SBTI_4446
dbpedia_sbti_553,DBPedia_552,SBTI_1354,Bank Melli Iran,Danske Bank,62,DBPedia_552SBTI_1354
dbpedia_sbti_9586,DBPedia_9585,SBTI_3049,Air Products,"Kobo Products, Inc.",69,DBPedia_9585SBTI_3049
dbpedia_sbti_2289,DBPedia_2288,SBTI_2741,UnipolSai,Ipsos,57,DBPedia_2288SBTI_2741
dbpedia_sbti_6033,DBPedia_6032,SBTI_31,James Hardie Industries,Aarti Industries,72,DBPedia_6032SBTI_31
dbpedia_sbti_9062,DBPedia_9061,SBTI_555,IHS Markit,Back Market,57,DBPedia_9061SBTI_555
dbpedia_sbti_4684,DBPedia_4683,SBTI_181,Zalaris,Akplas,62,DBPedia_4683SBTI_181
dbpedia_sbti_5089,DBPedia_5088,SBTI_2088,China Motor Bus,General Motors,55,DBPedia_5088SBTI_2088
dbpedia_sbti_6103,DBPedia_6102,SBTI_905,Iron Ore Company of Canada,Canadian National Railway Company,68,DBPedia_6102SBTI_905
dbpedia_sbti_5277,DBPedia_5276,SBTI_3344,Redbana Corporation,Maeda Corporation,83,DBPedia_5276SBTI_3344
dbpedia_sbti_7622,DBPedia_7621,SBTI_3553,Star Micronics,MICROplásticos S.A.,65,DBPedia_7621SBTI_3553
dbpedia_sbti_9670,DBPedia_9669,SBTI_284,Christopherson Business Travel,American Express Global Business Travel,55,DBPedia_9669SBTI_284
dbpedia_sbti_73,DBPedia_72,SBTI_1161,"Compass, Inc.",Comany Inc.,76,DBPedia_72SBTI_1161
dbpedia_sbti_4165,DBPedia_4164,SBTI_3518,Mary Kay,Merck KGaA,56,DBPedia_4164SBTI_3518
dbpedia_sbti_6912,DBPedia_6911,SBTI_2191,Les Domaines Agricoles,"GRÀFIQUES MANLLEU, S.A.",62,DBPedia_6911SBTI_2191
dbpedia_sbti_10390,DBPedia_10389,SBTI_90,Allied Capital,Acuon capital,67,DBPedia_10389SBTI_90
dbpedia_sbti_8076,DBPedia_8075,SBTI_4030,Sonoco,OneCo AS,71,DBPedia_8075SBTI_4030
dbpedia_sbti_7101,DBPedia_7100,SBTI_310,Piraeus Bank Beograd,Andera Partners,57,DBPedia_7100SBTI_310
dbpedia_sbti_7678,DBPedia_7677,SBTI_4745,GF Securities,Securitas AB,72,DBPedia_7677SBTI_4745
dbpedia_sbti_5359,DBPedia_5358,SBTI_5150,Berkshire Hathaway,Sunway Berhad,52,DBPedia_5358SBTI_5150
dbpedia_sbti_2511,DBPedia_2510,SBTI_5693,Mitsui Sumitomo Insurance Group,UNIQA Insurance Group AG,62,DBPedia_2510SBTI_5693
dbpedia_sbti_4655,DBPedia_4654,SBTI_2109,Got Event,Geovent A/S,60,DBPedia_4654SBTI_2109
dbpedia_sbti_7934,DBPedia_7933,SBTI_4994,Terra Santa Agro,Sopra Steria Group,65,DBPedia_7933SBTI_4994
dbpedia_sbti_3983,DBPedia_3982,SBTI_1531,Ashland Global,DT Global,70,DBPedia_3982SBTI_1531
dbpedia_sbti_3531,DBPedia_3530,SBTI_6112,MEG Energy,ZEN Energy,80,DBPedia_3530SBTI_6112
dbpedia_sbti_5184,DBPedia_5183,SBTI_209,Dipson Theatres,Alison Hayes,67,DBPedia_5183SBTI_209
dbpedia_sbti_3825,DBPedia_3824,SBTI_2313,HS Timber Group,H&M Group,75,DBPedia_3824SBTI_2313
dbpedia_sbti_6005,DBPedia_6004,SBTI_1474,Tandem Diabetes Care,Disaster Care Limited,63,DBPedia_6004SBTI_1474
dbpedia_sbti_976,DBPedia_975,SBTI_3339,Railways of the Slovak Republic,Macmillan Publishers Inc.,51,DBPedia_975SBTI_3339
dbpedia_sbti_9609,DBPedia_9608,SBTI_1703,ENGIE Brasil,ENGIE,59,DBPedia_9608SBTI_1703
dbpedia_sbti_3242,DBPedia_3241,SBTI_3402,RE/MAX,Marel,73,DBPedia_3241SBTI_3402
dbpedia_sbti_7585,DBPedia_7584,SBTI_4954,SNC-Lavalin,SNC-LAVALIN GROUP INC.,69,DBPedia_7584SBTI_4954
dbpedia_sbti_10592,DBPedia_10591,SBTI_4851,Taiheiyo Cement,Shree Cement Ltd.,65,DBPedia_10591SBTI_4851
dbpedia_sbti_6839,DBPedia_6838,SBTI_5474,Toyo Tires,TietoEVRY,63,DBPedia_6838SBTI_5474
dbpedia_sbti_137,DBPedia_136,SBTI_3304,Masood Textile Mills,Lucky Textile Mills Ltd,70,DBPedia_136SBTI_3304
dbpedia_sbti_177,DBPedia_176,SBTI_3339,Republika Srpska Railways,Macmillan Publishers Inc.,53,DBPedia_176SBTI_3339
dbpedia_sbti_2733,DBPedia_2732,SBTI_4766,BEXIMCO,Semcon AB,62,DBPedia_2732SBTI_4766
dbpedia_sbti_5760,DBPedia_5759,SBTI_736,DBS Bank,BNG Bank,75,DBPedia_5759SBTI_736
dbpedia_sbti_338,DBPedia_337,SBTI_4481,Coby Electronics Corporation,Renesas Electronics Corporation,78,DBPedia_337SBTI_4481
dbpedia_sbti_5777,DBPedia_5776,SBTI_5069,Xstrata,Statik,62,DBPedia_5776SBTI_5069
dbpedia_sbti_3990,DBPedia_3989,SBTI_4543,Janus Films,Rodan + Fields,61,DBPedia_3989SBTI_4543
dbpedia_sbti_3365,DBPedia_3364,SBTI_653,Beasley Broadcast Group,BENTELER Group,59,DBPedia_3364SBTI_653
dbpedia_sbti_1517,DBPedia_1516,SBTI_4628,Simon & Schuster,Salmones Austral,60,DBPedia_1516SBTI_4628
dbpedia_sbti_2685,DBPedia_2684,SBTI_582,Banco Cruzeiro do Sul,Banco do Brasil S.A.,65,DBPedia_2684SBTI_582
dbpedia_sbti_3571,DBPedia_3570,SBTI_3482,Smedvig,Media6,62,DBPedia_3570SBTI_3482
dbpedia_sbti_10529,DBPedia_10528,SBTI_2101,Jenoptik,Genpact,53,DBPedia_10528SBTI_2101
dbpedia_sbti_5046,DBPedia_5045,SBTI_5921,Fastned,Waystone,67,DBPedia_5045SBTI_5921
dbpedia_sbti_7594,DBPedia_7593,SBTI_5986,Nabors Industries,Winnebago Industries,76,DBPedia_7593SBTI_5986
dbpedia_sbti_2567,DBPedia_2566,SBTI_1778,Magma Design Automation,Evan Automation Pvt Ltd,61,DBPedia_2566SBTI_1778
dbpedia_sbti_2152,DBPedia_2151,SBTI_4169,Tvsdesign,Peak Design,60,DBPedia_2151SBTI_4169
dbpedia_sbti_7980,DBPedia_7979,SBTI_2699,Interstate Batteries,Inter Cars SA,67,DBPedia_7979SBTI_2699
dbpedia_sbti_10118,DBPedia_10117,SBTI_1082,Circle Oil,CIRCET,62,DBPedia_10117SBTI_1082
dbpedia_sbti_4956,DBPedia_4955,SBTI_4451,EToro,Redstor,67,DBPedia_4955SBTI_4451
dbpedia_sbti_6298,DBPedia_6297,SBTI_2180,Ocean State Job Lot,Golden State Foods,59,DBPedia_6297SBTI_2180
dbpedia_sbti_6903,DBPedia_6902,SBTI_1853,Fedrigoni,Fedrigoni Group,75,DBPedia_6902SBTI_1853
dbpedia_sbti_6513,DBPedia_6512,SBTI_3440,Cardinal Bank,Material Bank,77,DBPedia_6512SBTI_3440
dbpedia_sbti_8829,DBPedia_8828,SBTI_383,Alpha Adriatic,Aritzia LP,58,DBPedia_8828SBTI_383
dbpedia_sbti_943,DBPedia_942,SBTI_4240,Spansion,PlantVision AB,64,DBPedia_942SBTI_4240
dbpedia_sbti_10291,DBPedia_10290,SBTI_5540,Toronto Hydro,TOTO LTD.,57,DBPedia_10290SBTI_5540
dbpedia_sbti_3178,DBPedia_3177,SBTI_3542,Shengqu Games,Meyers A/S,52,DBPedia_3177SBTI_3542
dbpedia_sbti_9884,DBPedia_9883,SBTI_5381,The Biltmore Company,The Clorox Company,79,DBPedia_9883SBTI_5381
dbpedia_sbti_260,DBPedia_259,SBTI_3859,NFI Group,NIRU Group,84,DBPedia_259SBTI_3859
dbpedia_sbti_6411,DBPedia_6410,SBTI_651,Bentley,Beneva,62,DBPedia_6410SBTI_651
dbpedia_sbti_7972,DBPedia_7971,SBTI_3456,The Barter Network,Mayer-network,71,DBPedia_7971SBTI_3456
dbpedia_sbti_8630,DBPedia_8629,SBTI_1910,Stitch Fix,Flix SE,59,DBPedia_8629SBTI_1910
dbpedia_sbti_5911,DBPedia_5910,SBTI_1952,Fonterra,Forterra PLC,70,DBPedia_5910SBTI_1952
dbpedia_sbti_312,DBPedia_311,SBTI_1688,Endava,Endava plc,75,DBPedia_311SBTI_1688
dbpedia_sbti_1776,DBPedia_1775,SBTI_1402,Grupo Aeroportuario del Sureste,Delta Capita Group,53,DBPedia_1775SBTI_1402
dbpedia_sbti_1064,DBPedia_1063,SBTI_2715,Inter Primo,InterRent REIT,64,DBPedia_1063SBTI_2715
dbpedia_sbti_3755,DBPedia_3754,SBTI_5770,A1 Hrvatska,VARTA AG,63,DBPedia_3754SBTI_5770
dbpedia_sbti_5550,DBPedia_5549,SBTI_163,Sirius XM,Airbus,53,DBPedia_5549SBTI_163
dbpedia_sbti_4450,DBPedia_4449,SBTI_798,PrettyLittleThing,Breitling,62,DBPedia_4449SBTI_798
dbpedia_sbti_3841,DBPedia_3840,SBTI_4568,3rd Ward Brooklyn,Royal A-ware,55,DBPedia_3840SBTI_4568
dbpedia_sbti_5175,DBPedia_5174,SBTI_1258,Poly Property,CPI Property Group S.A.,63,DBPedia_5174SBTI_1258
dbpedia_sbti_9697,DBPedia_9696,SBTI_2180,Heritage Foods,Golden State Foods,62,DBPedia_9696SBTI_2180
dbpedia_sbti_2572,DBPedia_2571,SBTI_3342,Maximus Inc.,"Macy's, Inc.",67,DBPedia_2571SBTI_3342
dbpedia_sbti_5524,DBPedia_5523,SBTI_1025,CareStar,Charles Taylor,73,DBPedia_5523SBTI_1025
dbpedia_sbti_5217,DBPedia_5216,SBTI_4038,OTE,Ontex,75,DBPedia_5216SBTI_4038
dbpedia_sbti_485,DBPedia_484,SBTI_5589,Turtle Beach Corporation,Trek Bicycle Corporation,75,DBPedia_484SBTI_5589
dbpedia_sbti_1456,DBPedia_1455,SBTI_2625,Mega Brands,Imperial Brands,77,DBPedia_1455SBTI_2625
dbpedia_sbti_7334,DBPedia_7333,SBTI_3432,Permasteelisa,MASISA,63,DBPedia_7333SBTI_3432
dbpedia_sbti_6590,DBPedia_6589,SBTI_3775,Sleep Number,Nectar Sleep Ltd,64,DBPedia_6589SBTI_3775
dbpedia_sbti_9001,DBPedia_9000,SBTI_3175,Bitzer SE,Le Bélier,71,DBPedia_9000SBTI_3175
