"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Profit","0.0","Profit-{DBPedia_806+Forbes_597}","DBPedia_806+Forbes_597","{3900000000|1090000000}","3900000000","false","1426500000"
"Year Founded","1.0","Year Founded-{Forbes_574}","Forbes_574","{1949}","1949",,
"Year Founded","1.0","Year Founded-{Forbes_598}","Forbes_598","{1856}","1856",,
"Revenue","1.0","Revenue-{Forbes_48}","Forbes_48","{145190000000}","145190000000",,
"Assets","0.0","Assets-{DBPedia_8030+Forbes_308}","DBPedia_8030+Forbes_308","{10.807|66.22}","38.5135","false","64.0"
"Revenue","1.0","Revenue-{Forbes_530}","Forbes_530","{50260000000}","50260000000",,
"Assets","1.0","Assets-{Forbes_435}","Forbes_435","{22.08}","22.08",,
"Profit","1.0","Profit-{Forbes_1130}","Forbes_1130","{2060000000}","2060000000",,
"Revenue","1.0","Revenue-{DBPedia_2801+Forbes_1987}","DBPedia_2801+Forbes_1987","{2840000000|2840000000}","2840000000",,
"Profit","0.0","Profit-{DBPedia_6746+Forbes_843}","DBPedia_6746+Forbes_843","{989000000|990000000}","990000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_2655+Forbes_11+SBTI_238}","DBPedia_2655+Forbes_11+SBTI_238","{Alphabet Inc.|Alphabet|Alphabet Inc.}","Alphabet",,
"Company name","1.0","Company name-{Forbes_129+SBTI_2143}","Forbes_129+SBTI_2143","{GlaxoSmithKline|GlaxoSmithKline}","GlaxoSmithKline",,
"Profit","0.0","Profit-{DBPedia_6222+Forbes_1265}","DBPedia_6222+Forbes_1265","{20960000000|760000000}","20960000000",,
"Revenue","1.0","Revenue-{DBPedia_5585+Forbes_222}","DBPedia_5585+Forbes_222","{28720000000|28720000000}","28720000000",,
"Revenue","1.0","Revenue-{Forbes_1435}","Forbes_1435","{8870000000}","8870000000",,
"Assets","1.0","Assets-{Forbes_1592}","Forbes_1592","{10.02}","10.02",,
"Company name","0.6666666666666666","Company name-{DBPedia_3303+Forbes_43+SBTI_4203}","DBPedia_3303+Forbes_43+SBTI_4203","{Pfizer|Pfizer|Pfizer Inc.}","Pfizer",,
"Company name","1.0","Company name-{DBPedia_6385+Forbes_525+SBTI_4323}","DBPedia_6385+Forbes_525+SBTI_4323","{Prologis|Prologis|Prologis}","Prologis",,
"Company name","1.0","Company name-{Forbes_530+SBTI_4054}","Forbes_530+SBTI_4054","{Orange|ORANGE}","Orange",,
"Year Founded","1.0","Year Founded-{Forbes_6}","Forbes_6","{1994}","1994",,
"Company name","0.0","Company name-{Forbes_676+SBTI_4204}","Forbes_676+SBTI_4204","{PG&E|PG&E Corporation}","PG&E",,
"Year Founded","1.0","Year Founded-{Forbes_440}","Forbes_440","{1883}","1883",,
"Revenue","0.0","Revenue-{DBPedia_7829+Forbes_1229}","DBPedia_7829+Forbes_1229","{7824000000|7840000000}","7824000000",,
"Revenue","1.0","Revenue-{Forbes_47}","Forbes_47","{95260000000}","95260000000",,
"Company name","1.0","Company name-{Forbes_598+SBTI_1272}","Forbes_598+SBTI_1272","{Credit Suisse Group|Credit Suisse Group}","Credit Suisse Group",,
"Assets","1.0","Assets-{Forbes_1399}","Forbes_1399","{165.88}","165.88",,
"Assets","1.0","Assets-{Forbes_1242}","Forbes_1242","{13.99}","13.99",,
"Profit","1.0","Profit-{Forbes_633}","Forbes_633","{2380000000}","2380000000",,
"Assets","1.0","Assets-{DBPedia_6746+Forbes_843}","DBPedia_6746+Forbes_843","{13.2|13.2}","13.2",,
"Profit","1.0","Profit-{Forbes_548}","Forbes_548","{1510000000}","1510000000",,
"Profit","1.0","Profit-{Forbes_1042}","Forbes_1042","{960000000}","960000000",,
"Year Founded","1.0","Year Founded-{Forbes_1399}","Forbes_1399","{2014}","2014",,
"Revenue","1.0","Revenue-{DBPedia_4403+Forbes_601}","DBPedia_4403+Forbes_601","{11890000000|11890000000}","11890000000",,
"Assets","0.0","Assets-{DBPedia_3520+Forbes_1021}","DBPedia_3520+Forbes_1021","{16.1382|13.93}","15.0341",,
"Assets","1.0","Assets-{DBPedia_1577+Forbes_1169}","DBPedia_1577+Forbes_1169","{34.91|34.91}","34.91",,
"Year Founded","0.0","Year Founded-{DBPedia_6222+Forbes_1265}","DBPedia_6222+Forbes_1265","{1912|1912}","1912",,
"Revenue","1.0","Revenue-{Forbes_1410}","Forbes_1410","{13360000000}","13360000000",,
"Revenue","1.0","Revenue-{Forbes_1434}","Forbes_1434","{3720000000}","3720000000",,
"Profit","0.0","Profit-{DBPedia_4791+Forbes_101}","DBPedia_4791+Forbes_101","{6974000000|9340000000}","9340000000",,
"Assets","1.0","Assets-{Forbes_1351}","Forbes_1351","{13.59}","13.59",,
"Profit","1.0","Profit-{Forbes_1924}","Forbes_1924","{1120000000}","1120000000",,
"Year Founded","0.0","Year Founded-{DBPedia_806+Forbes_597}","DBPedia_806+Forbes_597","{1975|1975}","1975","false","1975"
"Company name","1.0","Company name-{Forbes_826+SBTI_5048}","Forbes_826+SBTI_5048","{St. James's Place|St. James's Place}","St. James's Place",,
"Company name","0.6666666666666666","Company name-{DBPedia_6008+Forbes_1865+SBTI_2724}","DBPedia_6008+Forbes_1865+SBTI_2724","{Inventec|Inventec|Inventec (Chongqing) Corporation}","Inventec",,
"Year Founded","0.0","Year Founded-{DBPedia_8857+Forbes_860}","DBPedia_8857+Forbes_860","{1889|1833}","1833",,
"Year Founded","1.0","Year Founded-{Forbes_1242}","Forbes_1242","{2004}","2004",,
"Year Founded","1.0","Year Founded-{Forbes_1351}","Forbes_1351","{1934}","1934",,
"Company name","1.0","Company name-{DBPedia_7551+Forbes_959+SBTI_351}","DBPedia_7551+Forbes_959+SBTI_351","{Aptiv|Aptiv|Aptiv}","Aptiv",,
"Profit","0.0","Profit-{DBPedia_5105+Forbes_202}","DBPedia_5105+Forbes_202","{4313571840|5430000000}","5430000000","false","6160000000"
"Revenue","0.0","Revenue-{DBPedia_9748+Forbes_329}","DBPedia_9748+Forbes_329","{12311065600|20860000000}","12311065600",,
"Company name","0.6666666666666666","Company name-{DBPedia_4924+Forbes_1009+SBTI_1572}","DBPedia_4924+Forbes_1009+SBTI_1572","{EBay|eBay|eBay Inc.}","eBay",,
"Profit","1.0","Profit-{Forbes_610}","Forbes_610","{1690000000}","1690000000",,
"Profit","0.0","Profit-{DBPedia_2277+Forbes_226}","DBPedia_2277+Forbes_226","{3073067520|3790000000}","3790000000","false","3791000000"
"Profit","1.0","Profit-{Forbes_658}","Forbes_658","{1990000000}","1990000000",,
"Revenue","0.0","Revenue-{DBPedia_8177+Forbes_1577}","DBPedia_8177+Forbes_1577","{10390000000|10050000000}","10050000000",,
"Revenue","0.0","Revenue-{DBPedia_4791+Forbes_101}","DBPedia_4791+Forbes_101","{25684000000|35320000000}","35320000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_8523+Forbes_1522+SBTI_2077}","DBPedia_8523+Forbes_1522+SBTI_2077","{Genivar|Gecina|Gecina}","Gecina",,
"Assets","0.0","Assets-{DBPedia_6385+Forbes_525}","DBPedia_6385+Forbes_525","{58.49|59.78}","59.135000000000005",,
"Company name","0.75","Company name-{DBPedia_5395+DBPedia_8422+Forbes_1992+SBTI_3439}","DBPedia_5395+DBPedia_8422+Forbes_1992+SBTI_3439","{Match Group|Max Group|Match Group|Match Group}","Max Group",,
"Assets","0.0","Assets-{DBPedia_8690+Forbes_583}","DBPedia_8690+Forbes_583","{25.056|25.06}","25.058",,
"Profit","0.0","Profit-{DBPedia_9748+Forbes_329}","DBPedia_9748+Forbes_329","{1851358720|3750000000}","3750000000",,
"Company name","1.0","Company name-{DBPedia_2268+Forbes_267+SBTI_3436}","DBPedia_2268+Forbes_267+SBTI_3436","{Mastercard|Mastercard|Mastercard}","Mastercard",,
"Revenue","0.0","Revenue-{DBPedia_9840+Forbes_667}","DBPedia_9840+Forbes_667","{1577000000000|16220000000}","1577000000000",,
"Year Founded","1.0","Year Founded-{Forbes_1592}","Forbes_1592","{1938}","1938",,
"Profit","0.0","Profit-{DBPedia_18+Forbes_599}","DBPedia_18+Forbes_599","{1592000000|1270000000}","1270000000",,
"Profit","0.0","Profit-{DBPedia_2682+Forbes_331}","DBPedia_2682+Forbes_331","{1804369920|2240000000}","2240000000","false","13631000000"
"Revenue","1.0","Revenue-{Forbes_440}","Forbes_440","{11140000000}","11140000000",,
"Profit","1.0","Profit-{Forbes_615}","Forbes_615","{520000000}","520000000",,
"Revenue","1.0","Revenue-{Forbes_1214}","Forbes_1214","{1800000000}","1800000000",,
"Profit","1.0","Profit-{Forbes_1865}","Forbes_1865","{230000000}","230000000",,
"Year Founded","1.0","Year Founded-{Forbes_461}","Forbes_461","{1926}","1926",,
"Company name","0.6666666666666666","Company name-{DBPedia_9840+Forbes_667+SBTI_3114}","DBPedia_9840+Forbes_667+SBTI_3114","{Kyocera|Kyocera|KYOCERA Corporation}","Kyocera",,
"Assets","0.0","Assets-{DBPedia_4910+Forbes_1586}","DBPedia_4910+Forbes_1586","{12.25|10.4}","11.325",,
"Assets","1.0","Assets-{Forbes_430}","Forbes_430","{39.22}","39.22",,
"Revenue","0.0","Revenue-{DBPedia_4009+Forbes_435}","DBPedia_4009+Forbes_435","{14290000000|17770000000}","14290000000",,
"Year Founded","0.0","Year Founded-{DBPedia_7571+Forbes_792}","DBPedia_7571+Forbes_792","{1992|1992}","1992",,
"Company name","1.0","Company name-{DBPedia_10660+Forbes_241+SBTI_3795}","DBPedia_10660+Forbes_241+SBTI_3795","{Netflix|Netflix|Netflix}","Netflix","true","Netflix"
"Assets","1.0","Assets-{Forbes_781}","Forbes_781","{20.46}","20.46",,
"Revenue","0.0","Revenue-{DBPedia_8545+Forbes_271}","DBPedia_8545+Forbes_271","{22850000000|24310000000}","22850000000",,
"Revenue","1.0","Revenue-{Forbes_574}","Forbes_574","{20350000000}","20350000000",,
"Company name","0.0","Company name-{Forbes_716+SBTI_4390}","Forbes_716+SBTI_4390","{Quanta Computer|Quanta Computer Inc.}","Quanta Computer",,
"Revenue","1.0","Revenue-{Forbes_598}","Forbes_598","{30060000000}","30060000000",,
"Revenue","1.0","Revenue-{Forbes_1588}","Forbes_1588","{16640000000}","16640000000",,
"Company name","1.0","Company name-{DBPedia_453+Forbes_39+SBTI_738}","DBPedia_453+Forbes_39+SBTI_738","{BNP Paribas|BNP Paribas|BNP Paribas}","BNP Paribas","true","BNP Paribas"
"Company name","1.0","Company name-{DBPedia_9825+Forbes_302+SBTI_2636}","DBPedia_9825+Forbes_302+SBTI_2636","{Inditex|Inditex|Inditex}","Inditex","true","Inditex"
"Profit","0.0","Profit-{DBPedia_3+Forbes_211}","DBPedia_3+Forbes_211","{6500000000|6810000000}","6810000000",,
"Profit","1.0","Profit-{Forbes_1622}","Forbes_1622","{-560000000}","-560000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_1102+Forbes_1391+SBTI_3972}","DBPedia_1102+Forbes_1391+SBTI_3972","{Obayashi Corporation|Obayashi|Obayashi Corporation}","Obayashi",,
"Assets","0.0","Assets-{DBPedia_5559+Forbes_850}","DBPedia_5559+Forbes_850","{14.7|14.68}","14.69",,
"Revenue","0.0","Revenue-{DBPedia_1682+Forbes_316}","DBPedia_1682+Forbes_316","{47600000000|51780000000}","47600000000",,
"Year Founded","1.0","Year Founded-{Forbes_929}","Forbes_929","{1980}","1980",,
"Year Founded","0.0","Year Founded-{DBPedia_3163+Forbes_1747}","DBPedia_3163+Forbes_1747","{2015|2010}","2010",,
"Year Founded","0.0","Year Founded-{DBPedia_5557+Forbes_69}","DBPedia_5557+Forbes_69","{2009|1908}","1908",,
"Assets","1.0","Assets-{Forbes_129}","Forbes_129","{107.14}","107.14",,
"Profit","1.0","Profit-{Forbes_504}","Forbes_504","{1930000000}","1930000000",,
"Assets","1.0","Assets-{DBPedia_7365+Forbes_659}","DBPedia_7365+Forbes_659","{23.64|23.64}","23.64",,
"Profit","0.0","Profit-{DBPedia_4950+Forbes_1336}","DBPedia_4950+Forbes_1336","{115592448|1860000000}","115592448",,
"Revenue","1.0","Revenue-{Forbes_1018}","Forbes_1018","{15450000000}","15450000000",,
"Profit","0.0","Profit-{DBPedia_4508+Forbes_930}","DBPedia_4508+Forbes_930","{1010000000|1400000000}","1400000000",,
"Assets","0.0","Assets-{DBPedia_9584+Forbes_1764}","DBPedia_9584+Forbes_1764","{8.138|8.14}","8.139",,
"Profit","1.0","Profit-{Forbes_1536}","Forbes_1536","{710000000}","710000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_2866+Forbes_1014+SBTI_1832}","DBPedia_2866+Forbes_1014+SBTI_1832","{FANUC|Fanuc|Fanuc Corporation}","FANUC",,
"Company name","0.0","Company name-{Forbes_1088+SBTI_3258}","Forbes_1088+SBTI_3258","{LKQ|LKQ Corporation}","LKQ",,
"Revenue","0.0","Revenue-{DBPedia_4950+Forbes_1336}","DBPedia_4950+Forbes_1336","{5698|7410000000}","5698",,
"Revenue","0.0","Revenue-{DBPedia_7553+Forbes_818}","DBPedia_7553+Forbes_818","{9551883264|12010000000}","9551883264",,
"Profit","1.0","Profit-{Forbes_505}","Forbes_505","{2170000000}","2170000000",,
"Assets","1.0","Assets-{DBPedia_2268+Forbes_267}","DBPedia_2268+Forbes_267","{37.67|37.67}","37.67",,
"Revenue","0.0","Revenue-{DBPedia_9138+Forbes_907}","DBPedia_9138+Forbes_907","{11660000000|11980000000}","11980000000",,
"Profit","1.0","Profit-{Forbes_99}","Forbes_99","{7360000000}","7360000000",,
"Assets","0.0","Assets-{DBPedia_5388+Forbes_265}","DBPedia_5388+Forbes_265","{5764.417|61.51}","2912.9635000000003",,
"Profit","1.0","Profit-{Forbes_1886}","Forbes_1886","{440000000}","440000000",,
"Company name","1.0","Company name-{Forbes_1407+SBTI_4188}","Forbes_1407+SBTI_4188","{PerkinElmer|PerkinElmer}","PerkinElmer",,
"Assets","0.0","Assets-{DBPedia_10208+Forbes_731}","DBPedia_10208+Forbes_731","{34.786|33.78}","34.283",,
"Year Founded","0.0","Year Founded-{DBPedia_9138+Forbes_907}","DBPedia_9138+Forbes_907","{1979|1978}","1978",,
"Revenue","0.0","Revenue-{DBPedia_17+Forbes_509}","DBPedia_17+Forbes_509","{17460000000|20610000000}","17460000000",,
"Profit","1.0","Profit-{Forbes_965}","Forbes_965","{930000000}","930000000",,
"Year Founded","0.0","Year Founded-{DBPedia_7553+Forbes_818}","DBPedia_7553+Forbes_818","{1998|1996}","1996",,
"Revenue","0.0","Revenue-{DBPedia_453+Forbes_39}","DBPedia_453+Forbes_39","{43417651200|127420000000}","43417651200","false","102700000000"
"Year Founded","0.0","Year Founded-{DBPedia_8690+Forbes_583}","DBPedia_8690+Forbes_583","{2008|2008}","2008",,
"Year Founded","0.0","Year Founded-{DBPedia_4019+Forbes_627}","DBPedia_4019+Forbes_627","{1973|1973}","1973",,
"Revenue","0.0","Revenue-{DBPedia_3736+Forbes_391}","DBPedia_3736+Forbes_391","{9356000000|9360000000}","9360000000",,
"Profit","0.0","Profit-{DBPedia_1577+Forbes_1169}","DBPedia_1577+Forbes_1169","{374000000|340000000}","340000000",,
"Revenue","1.0","Revenue-{Forbes_1367}","Forbes_1367","{2600000000}","2600000000",,
"Year Founded","0.0","Year Founded-{DBPedia_8177+Forbes_1577}","DBPedia_8177+Forbes_1577","{2013|1922}","1922",,
